x,y,z
[-1.22036008 -1.76092004  4.66324108],n-fold
[-1.56920996 -1.19417881  4.66899688],n-fold
[-1.09119183 -0.54497501  4.37574228],n-fold
[-2.01499511 -1.78186794  4.81008495],n-fold
[-1.2462276  -0.53125802  4.28984227],"Aruco, [1]"
[-1.98566208 -0.52539623  4.37250035],"Aruco, [8]"
[-1.73719955 -1.1779466   4.61990659],"Aruco, [2]"
[-1.42079249 -1.77215841  4.71383362],"Aruco, [0]"
[-2.16792143 -1.74623183  4.74150631],"Aruco, [3]"
x,y,z
[-1.23569056 -0.56520167  4.30953798],"Aruco, [1]"
[-1.94501889 -0.55675577  4.33052388],"Aruco, [8]"
[-1.70726877 -1.20271719  4.59990303],"Aruco, [2]"
[-1.38110299 -1.78179389  4.66194775],"Aruco, [0]"
[-2.09277332 -1.73857365  4.63180658],"Aruco, [3]"
x,y,z
[-1.53435503 -1.26352673  4.69722651],n-fold
[-1.07437789 -0.61557861  4.44907575],n-fold
[-1.22754264 -0.59995473  4.34060009],"Aruco, [1]"
[-1.91691801 -0.59173652  4.31574509],"Aruco, [8]"
[-1.69011519 -1.23927152  4.61203027],"Aruco, [2]"
[-1.33805097 -1.79198423  4.60321993],"Aruco, [0]"
[-2.09272044 -1.79323569  4.68706208],"Aruco, [3]"
x,y,z
[-1.07117794 -0.65658387  4.50184343],n-fold
[-1.52606488 -1.30938213  4.7406224 ],n-fold
[-1.92468172 -1.87334862  4.77775257],n-fold
[-1.23456054 -0.64688808  4.42438474],"Aruco, [1]"
[-1.93534228 -0.6467546   4.40664677],"Aruco, [8]"
[-1.31391255 -1.82848935  4.6100611 ],"Aruco, [0]"
[-1.68782761 -1.28839969  4.66778559],"Aruco, [2]"
[-2.08591472 -1.84819497  4.73205835],"Aruco, [3]"
x,y,z
[-1.23346515 -0.69279862  4.4755658 ],"Aruco, [1]"
[-1.26312759 -1.82733363  4.52141413],"Aruco, [0]"
[-1.9966804  -0.72040529  4.59568966],"Aruco, [8]"
[-1.67075061 -1.33327746  4.68448355],"Aruco, [2]"
[-2.03668864 -1.86790731  4.67821751],"Aruco, [3]"
x,y,z
[-1.21891503 -0.73348818  4.47563893],"Aruco, [1]"
[-1.24034398 -1.86633233  4.52311946],"Aruco, [0]"
[-1.94830297 -0.75819963  4.52859918],"Aruco, [8]"
[-1.64582957 -1.36869425  4.66901124],"Aruco, [2]"
[-2.01271988 -1.91209955  4.67832168],"Aruco, [3]"
x,y,z
[-1.21324792 -0.77995125  4.49951378],"Aruco, [1]"
[-1.20580798 -1.88938036  4.47690071],"Aruco, [0]"
[-1.99336264 -1.95961787  4.68042469],"Aruco, [3]"
[-1.97625669 -0.82549577  4.62912575],"Aruco, [8]"
[-1.64545012 -1.42682589  4.71661466],"Aruco, [2]"
x,y,z
[-1.45611752 -1.47787256  4.75933958],n-fold
[-0.99430444 -1.92131824  4.45058178],n-fold
[-1.81670392 -2.03529789  4.73529941],n-fold
[-1.83956981 -0.89766433  4.79102533],n-fold
[-1.19139069 -1.9439691   4.50504695],"Aruco, [0]"
[-1.25871915 -0.85930795  4.70604051],"Aruco, [1]"
[-2.02013539 -2.05531953  4.79410663],"Aruco, [3]"
[-1.66614657 -1.50381883  4.82728776],"Aruco, [2]"
[-2.03847123 -0.91015844  4.81210822],"Aruco, [8]"
x,y,z
[-1.44137543 -1.52073378  4.76440368],n-fold
[-0.96778745 -1.94608959  4.42242995],n-fold
[-1.05095982 -0.88605307  4.67284376],n-fold
[-1.79245326 -2.07583176  4.72645253],n-fold
[-1.84346811 -0.95578483  4.83880018],n-fold
[-1.181716   -2.00126073  4.54673107],"Aruco, [0]"
[-1.26339529 -0.91242126  4.76069691],"Aruco, [1]"
[-2.01489795 -2.11862957  4.83344786],"Aruco, [3]"
[-1.66840464 -1.56629282  4.88318769],"Aruco, [2]"
[-2.06516948 -0.98164464  4.91328229],"Aruco, [8]"
x,y,z
[-1.42997651 -1.56319825  4.7696615 ],n-fold
[-1.04561405 -0.92785631  4.68302094],n-fold
[-1.8513162  -1.0133982   4.88791193],n-fold
[-0.94494041 -1.97089752  4.3964599 ],n-fold
[-1.77199013 -2.11481412  4.71752323],n-fold
[-1.15656374 -2.02487304  4.51422816],"Aruco, [0]"
[-1.27081844 -0.96694002  4.81883329],"Aruco, [1]"
[-1.98863806 -2.15398591  4.81207571],"Aruco, [3]"
[-1.65665146 -1.61140125  4.88846932],"Aruco, [2]"
[-2.08664213 -1.04759648  4.99197312],"Aruco, [8]"
x,y,z
[-1.41692534 -1.59574127  4.7588826 ],n-fold
[-1.04081248 -0.96234022  4.68446009],n-fold
[-1.85655611 -1.06157048  4.91971168],n-fold
[-0.92403549 -1.99090146  4.36754925],n-fold
[-1.75270431 -2.14684844  4.70224918],n-fold
[-1.14184437 -2.05923626  4.51159604],"Aruco, [0]"
[-1.27198258 -1.0094081   4.84584827],"Aruco, [1]"
[-1.9877178  -2.20835178  4.84246009],"Aruco, [3]"
[-1.64565213 -1.64862974  4.88355544],"Aruco, [2]"
[-2.07937442 -1.0921568   4.9950172 ],"Aruco, [8]"
x,y,z
[-1.41053583 -1.62809463  4.76906718],n-fold
[-0.90849696 -2.00860512  4.35247192],n-fold
[-1.04072968 -0.99391703  4.70214065],n-fold
[-1.73909166 -2.17724514  4.70278633],n-fold
[-1.86183989 -1.10422928  4.95496656],n-fold
