63.0000000,-0.2697276,-0.0668835,2.2716256
63.0000000,-0.7339509,0.4042083,2.4239236
63.0000000,0.3446534,0.1358771,2.4253890
64.0000000,-0.1931462,-0.0989086,2.3762360
64.0000000,0.4444583,0.1660997,2.5917338
64.0000000,-0.7005027,0.3498907,2.5168049
65.0000000,-0.6752839,0.1365094,2.4565670
65.0000000,0.3956876,-0.4612324,2.2259149
65.0000000,-0.1364467,-0.0896774,2.4063319
65.0000000,0.4617887,0.2241820,2.4784539
65.0000000,-0.6702411,0.3196193,2.5183907
66.0000000,-0.6559118,0.1331615,2.4660395
66.0000000,0.4647927,-0.3938652,2.2929582
66.0000000,-0.6517097,-0.4120204,2.3392384
66.0000000,-0.1036548,-0.0528907,2.4562802
66.0000000,-0.6682702,0.3200856,2.5393942
67.0000000,-0.6390189,0.1263910,2.4707803
67.0000000,-0.5883246,-0.4129174,2.3168964
67.0000000,0.5032220,-0.3223668,2.2693264
67.0000000,-0.0774378,-0.0240231,2.4871529
67.0000000,0.4719089,0.3700622,2.4734421
67.0000000,-0.6627895,0.3132747,2.5369498
68.0000000,-0.5180905,-0.4112516,2.3004744
68.0000000,0.5808208,-0.2811083,2.3484316
68.0000000,-0.0315201,-0.0008799,2.4923431
68.0000000,-0.6308821,0.3044670,2.5338545
68.0000000,0.5215598,0.4436947,2.5984253
69.0000000,-0.4501435,-0.3997490,2.2649929
69.0000000,0.6298579,-0.2376384,2.3254207
69.0000000,0.0124894,0.0190292,2.3891748
69.0000000,-0.6087498,0.3100302,2.5994706
69.0000000,0.5400658,0.4747753,2.5175356
70.0000000,-0.5232775,0.1310952,2.5206469
70.0000000,-0.4210046,-0.4100600,2.4120566
70.0000000,0.0568246,0.0477234,2.5043580
70.0000000,0.5849926,0.5282404,2.5603235
70.0000000,-0.5618785,0.3148364,2.5634213
71.0000000,-0.5083366,0.1374814,2.5336384
71.0000000,-0.3888245,-0.4003170,2.4223063
71.0000000,0.0738039,0.0708415,2.5125354
71.0000000,0.5827895,0.5652034,2.5457379
71.0000000,-0.5484359,0.3182425,2.5561804
72.0000000,0.1402142,-0.0905151,2.5121022
72.0000000,-0.4903211,0.1389304,2.5438977
72.0000000,0.6358819,0.4116223,2.5217470
72.0000000,-0.3647253,-0.4072499,2.4984340
72.0000000,0.0954744,0.0869124,2.5447016
72.0000000,0.5998303,0.6062775,2.5816912
72.0000000,-0.5356348,0.3199083,2.5676825
73.0000000,0.6458895,0.4245186,2.5134239
73.0000000,0.1651950,-0.0902774,2.5051178
73.0000000,-0.4721640,0.1211045,2.5388174
73.0000000,-0.2781268,-0.5896955,2.4233957
73.0000000,-0.3302245,-0.4196238,2.4832514
73.0000000,0.1156061,0.0877379,2.5481438
73.0000000,0.6002556,0.6126884,2.5546302
73.0000000,-0.5295871,0.3046286,2.5976102
74.0000000,0.6489921,0.4431357,2.5084139
74.0000000,0.1779404,-0.0797336,2.5044883
74.0000000,-0.3103253,-0.4172574,2.4812777
74.0000000,0.1254502,0.0965947,2.5561707
74.0000000,0.6018181,0.6319931,2.5570242
74.0000000,-0.5172496,0.2981654,2.5759325
75.0000000,0.1886415,-0.0606813,2.5118281
75.0000000,0.6489706,0.4722294,2.5092577
75.0000000,-0.4558610,0.1254742,2.5563725
75.0000000,-0.2354956,-0.5789150,2.4478210
75.0000000,-0.2911218,-0.4068934,2.4858776
75.0000000,0.1323285,0.1148498,2.5557948
75.0000000,0.6036991,0.6665879,2.5812612
75.0000000,-0.5134937,0.3031877,2.5824737
76.0000000,0.1988072,-0.0436513,2.5105938
76.0000000,-0.2166501,-0.5693869,2.4558681
