14,[-0.58747928  0.20115817  2.69671661],[-2.97196233 -0.40161185 -0.09410035],"Aruco, [3]"
15,[0.59079164 0.31208365 2.58514845],[2.73973286 0.30473207 0.39702575],n-fold
15,[-0.37758332 -0.51176747  2.5200405 ],[2.73973286 0.30473207 0.39702575],"Aruco, [0]"
15,[ 0.06124106 -0.01707264  2.59017913],[2.73973286 0.30473207 0.39702575],"Aruco, [2]"
15,[0.54776301 0.49851375 2.64484961],[2.73973286 0.30473207 0.39702575],"Aruco, [8]"
15,[-0.57674345  0.19537753  2.68841614],[2.73973286 0.30473207 0.39702575],"Aruco, [3]"
16,[-0.36200812 -0.49217804  2.40622524],[2.56408306 0.21529744 0.27678273],"Aruco, [0]"
16,[ 0.05752623 -0.02100847  2.40811148],[2.56408306 0.21529744 0.27678273],"Aruco, [2]"
16,[0.50752112 0.45585231 2.44011665],[2.56408306 0.21529744 0.27678273],"Aruco, [8]"
16,[-0.54862693  0.18347931  2.56268416],[2.56408306 0.21529744 0.27678273],"Aruco, [3]"
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
x,y,z
63,[-0.26972756 -0.06688345  2.27162562],[-2.73001783  0.30698973  0.10314952],"Aruco, [2]"
63,[-0.7339509   0.40420831  2.42392362],[-2.73001783  0.30698973  0.10314952],"Aruco, [3]"
63,[0.34465339 0.13587711 2.42538902],[-2.73001783  0.30698973  0.10314952],"Aruco, [8]"
64,[-0.19314624 -0.09890862  2.37623601],[-2.95697242  0.2237161  -0.3134701 ],"Aruco, [2]"
64,[0.44445833 0.16609974 2.59173376],[-2.95697242  0.2237161  -0.3134701 ],"Aruco, [8]"
64,[-0.70050273  0.34989071  2.51680485],[-2.95697242  0.2237161  -0.3134701 ],"Aruco, [3]"
65,[-0.67528392  0.13650938  2.45656704],[-2.92769559  0.10253721 -0.24338355],n-fold
65,[ 0.39568758 -0.46123238  2.22591493],[-2.92769559  0.10253721 -0.24338355],"Aruco, [1]"
65,[-0.13644667 -0.08967744  2.4063319 ],[-2.92769559  0.10253721 -0.24338355],"Aruco, [2]"
65,[0.46178869 0.22418202 2.47845392],[-2.92769559  0.10253721 -0.24338355],"Aruco, [8]"
65,[-0.67024107  0.31961926  2.51839067],[-2.92769559  0.10253721 -0.24338355],"Aruco, [3]"
66,[-0.65591179  0.13316147  2.46603952],[-2.96550099  0.01013299 -0.2165941 ],n-fold
66,[ 0.46479273 -0.39386523  2.29295816],[-2.96550099  0.01013299 -0.2165941 ],"Aruco, [1]"
66,[-0.65170965 -0.41202044  2.33923838],[-2.96550099  0.01013299 -0.2165941 ],"Aruco, [0]"
66,[-0.10365476 -0.05289068  2.45628016],[-2.96550099  0.01013299 -0.2165941 ],"Aruco, [2]"
66,[-0.66827019  0.3200856   2.53939425],[-2.96550099  0.01013299 -0.2165941 ],"Aruco, [3]"
67,[-0.63901886  0.12639101  2.47078033],[-3.01162254 -0.09049714 -0.18131784],n-fold
67,[-0.58832465 -0.41291741  2.31689638],[-3.01162254 -0.09049714 -0.18131784],"Aruco, [0]"
67,[ 0.50322196 -0.32236676  2.26932644],[-3.01162254 -0.09049714 -0.18131784],"Aruco, [1]"
67,[-0.0774378  -0.02402309  2.48715289],[-3.01162254 -0.09049714 -0.18131784],"Aruco, [2]"
67,[0.47190886 0.37006215 2.47344211],[-3.01162254 -0.09049714 -0.18131784],"Aruco, [8]"
67,[-0.6627895   0.3132747   2.53694978],[-3.01162254 -0.09049714 -0.18131784],"Aruco, [3]"
68,[-0.51809047 -0.41125163  2.30047436],[ 3.00149337  0.1896486  -0.65898019],"Aruco, [0]"
68,[ 0.58082085 -0.28110829  2.3484316 ],[ 3.00149337  0.1896486  -0.65898019],"Aruco, [1]"
68,[-3.15201165e-02 -8.79903747e-04  2.49234308e+00],[ 3.00149337  0.1896486  -0.65898019],"Aruco, [2]"
68,[-0.63088208  0.30446703  2.53385451],[ 3.00149337  0.1896486  -0.65898019],"Aruco, [3]"
68,[0.52155983 0.44369471 2.59842531],[ 3.00149337  0.1896486  -0.65898019],"Aruco, [8]"
69,[-0.4501435  -0.39974905  2.2649929 ],[-2.91653349 -0.20272944  0.64549844],"Aruco, [0]"
69,[ 0.62985787 -0.23763838  2.32542072],[-2.91653349 -0.20272944  0.64549844],"Aruco, [1]"
69,[0.01248944 0.01902919 2.38917485],[-2.91653349 -0.20272944  0.64549844],"Aruco, [2]"
69,[-0.60874981  0.31003015  2.59947065],[-2.91653349 -0.20272944  0.64549844],"Aruco, [3]"
69,[0.54006577 0.47477527 2.51753557],[-2.91653349 -0.20272944  0.64549844],"Aruco, [8]"
70,[-0.52327754  0.13109516  2.52064693],[-3.08512561 -0.26085416 -0.02425115],n-fold
70,[-0.42100455 -0.41005999  2.41205663],[-3.08512561 -0.26085416 -0.02425115],"Aruco, [0]"
70,[0.05682464 0.04772341 2.50435801],[-3.08512561 -0.26085416 -0.02425115],"Aruco, [2]"
70,[0.58499256 0.52824036 2.56032353],[-3.08512561 -0.26085416 -0.02425115],"Aruco, [8]"
70,[-0.56187855  0.31483643  2.5634213 ],[-3.08512561 -0.26085416 -0.02425115],"Aruco, [3]"
71,[-0.50833664  0.13748144  2.53363842],[-3.02748824 -0.31888775 -0.0380951 ],n-fold
71,[-0.38882455 -0.40031698  2.4223063 ],[-3.02748824 -0.31888775 -0.0380951 ],"Aruco, [0]"
71,[0.0738039  0.07084153 2.51253536],[-3.02748824 -0.31888775 -0.0380951 ],"Aruco, [2]"
71,[0.5827895  0.56520345 2.54573793],[-3.02748824 -0.31888775 -0.0380951 ],"Aruco, [8]"
71,[-0.54843586  0.3182425   2.55618035],[-3.02748824 -0.31888775 -0.0380951 ],"Aruco, [3]"
72,[ 0.14021417 -0.09051507  2.51210224],[-2.9937576  -0.36388958 -0.13760347],n-fold
72,[-0.49032111  0.13893039  2.54389772],[-2.9937576  -0.36388958 -0.13760347],n-fold
72,[0.63588192 0.41162229 2.52174699],[-2.9937576  -0.36388958 -0.13760347],n-fold
72,[-0.36472532 -0.40724994  2.49843398],[-2.9937576  -0.36388958 -0.13760347],"Aruco, [0]"
72,[0.09547438 0.08691244 2.54470159],[-2.9937576  -0.36388958 -0.13760347],"Aruco, [2]"
72,[0.59983026 0.60627747 2.58169116],[-2.9937576  -0.36388958 -0.13760347],"Aruco, [8]"
72,[-0.53563475  0.31990831  2.56768246],[-2.9937576  -0.36388958 -0.13760347],"Aruco, [3]"
73,[0.64588952 0.42451862 2.51342394],[-3.12472621 -0.39868451 -0.08881655],n-fold
73,[ 0.16519497 -0.09027744  2.50511777],[-3.12472621 -0.39868451 -0.08881655],n-fold
73,[-0.47216398  0.12110448  2.53881737],[-3.12472621 -0.39868451 -0.08881655],n-fold
73,[-0.27812676 -0.58969552  2.42339569],[-3.12472621 -0.39868451 -0.08881655],n-fold
73,[-0.3302245  -0.41962385  2.48325135],[-3.12472621 -0.39868451 -0.08881655],"Aruco, [0]"
73,[0.11560606 0.08773793 2.54814385],[-3.12472621 -0.39868451 -0.08881655],"Aruco, [2]"
73,[0.6002556  0.61268841 2.55463017],[-3.12472621 -0.39868451 -0.08881655],"Aruco, [8]"
73,[-0.52958709  0.30462861  2.5976102 ],[-3.12472621 -0.39868451 -0.08881655],"Aruco, [3]"
74,[0.6489921  0.44313569 2.50841387],[-3.03017275 -0.41316317 -0.02006931],n-fold
74,[ 0.17794037 -0.07973363  2.50448827],[-3.03017275 -0.41316317 -0.02006931],n-fold
74,[-0.31032533 -0.41725743  2.48127774],[-3.03017275 -0.41316317 -0.02006931],"Aruco, [0]"
74,[0.1254502  0.09659471 2.55617072],[-3.03017275 -0.41316317 -0.02006931],"Aruco, [2]"
74,[0.6018181  0.6319931  2.55702417],[-3.03017275 -0.41316317 -0.02006931],"Aruco, [8]"
74,[-0.51724963  0.2981654   2.57593251],[-3.03017275 -0.41316317 -0.02006931],"Aruco, [3]"
75,[ 0.18864145 -0.06068134  2.5118281 ],[-3.05221231 -0.45299636  0.03282534],n-fold
75,[0.64897061 0.47222941 2.50925771],[-3.05221231 -0.45299636  0.03282534],n-fold
75,[-0.45586099  0.12547419  2.55637246],[-3.05221231 -0.45299636  0.03282534],n-fold
75,[-0.23549565 -0.57891499  2.44782098],[-3.05221231 -0.45299636  0.03282534],n-fold
75,[-0.29112177 -0.40689337  2.48587764],[-3.05221231 -0.45299636  0.03282534],"Aruco, [0]"
75,[0.13232851 0.11484975 2.55579481],[-3.05221231 -0.45299636  0.03282534],"Aruco, [2]"
75,[0.60369913 0.66658791 2.58126121],[-3.05221231 -0.45299636  0.03282534],"Aruco, [8]"
75,[-0.5134937   0.30318773  2.58247365],[-3.05221231 -0.45299636  0.03282534],"Aruco, [3]"
76,[ 0.19880716 -0.04365133  2.51059384],[-3.05125793 -0.47887661  0.03134061],n-fold
76,[-0.21665008 -0.56938692  2.45586813],[-3.05125793 -0.47887661  0.03134061],n-fold
76,[0.65020859 0.49644103 2.50342657],[-3.05125793 -0.47887661  0.03134061],n-fold
76,[-0.44932414  0.13207491  2.559792  ],[-3.05125793 -0.47887661  0.03134061],n-fold
76,[-0.27653526 -0.39898142  2.5008596 ],[-3.05125793 -0.47887661  0.03134061],"Aruco, [0]"
76,[0.13985379 0.13136062 2.54942525],[-3.05125793 -0.47887661  0.03134061],"Aruco, [2]"
76,[0.59605574 0.68312383 2.54710375],[-3.05125793 -0.47887661  0.03134061],"Aruco, [8]"
76,[-0.50947286  0.30931016  2.58397398],[-3.05125793 -0.47887661  0.03134061],"Aruco, [3]"
77,[-0.20332936 -0.55915203  2.46711749],[-3.07565468e+00 -4.99981235e-01 -4.12134410e-04],n-fold
77,[0.64696875 0.52192216 2.50596359],[-3.07565468e+00 -4.99981235e-01 -4.12134410e-04],n-fold
77,[ 0.20371606 -0.02622769  2.51685125],[-3.07565468e+00 -4.99981235e-01 -4.12134410e-04],n-fold
77,[-0.44672885  0.13948473  2.56568926],[-3.07565468e+00 -4.99981235e-01 -4.12134410e-04],n-fold
77,[-0.26488514 -0.3887791   2.50349943],[-3.07565468e+00 -4.99981235e-01 -4.12134410e-04],"Aruco, [0]"
77,[0.1419711  0.1471315  2.55136474],[-3.07565468e+00 -4.99981235e-01 -4.12134410e-04],"Aruco, [2]"
77,[0.59109068 0.71021094 2.55419985],[-3.07565468e+00 -4.99981235e-01 -4.12134410e-04],"Aruco, [8]"
77,[-0.51208618  0.31711509  2.59911742],[-3.07565468e+00 -4.99981235e-01 -4.12134410e-04],"Aruco, [3]"
78,[ 0.20679394 -0.00894606  2.52160711],[-3.10559126 -0.53965633 -0.0599876 ],n-fold
78,[-0.19261588 -0.54829581  2.47691035],[-3.10559126 -0.53965633 -0.0599876 ],n-fold
78,[0.64192341 0.54588249 2.50499487],[-3.10559126 -0.53965633 -0.0599876 ],n-fold
78,[-0.44609602  0.14783302  2.57066711],[-3.10559126 -0.53965633 -0.0599876 ],n-fold
78,[-0.25695801 -0.37973231  2.52303194],[-3.10559126 -0.53965633 -0.0599876 ],"Aruco, [0]"
78,[0.14411    0.16453599 2.57268611],[-3.10559126 -0.53965633 -0.0599876 ],"Aruco, [2]"
78,[0.57927544 0.72829396 2.53324405],[-3.10559126 -0.53965633 -0.0599876 ],"Aruco, [8]"
78,[-0.51505364  0.32584051  2.60796002],[-3.10559126 -0.53965633 -0.0599876 ],"Aruco, [3]"
79,[0.20848218 0.00670927 2.52334731],[-3.13951218 -0.55473665  0.00598946],n-fold
79,[0.63797756 0.56764174 2.50592569],[-3.13951218 -0.55473665  0.00598946],n-fold
79,[-0.18491095 -0.53805436  2.48589149],[-3.13951218 -0.55473665  0.00598946],n-fold
79,[-0.44577741  0.15595206  2.56930964],[-3.13951218 -0.55473665  0.00598946],n-fold
79,[-0.2510567  -0.36819538  2.51699124],[-3.13951218 -0.55473665  0.00598946],"Aruco, [0]"
79,[0.14258274 0.18015087 2.5668445 ],[-3.13951218 -0.55473665  0.00598946],"Aruco, [2]"
79,[0.57535771 0.75293303 2.54413934],[-3.13951218 -0.55473665  0.00598946],"Aruco, [8]"
