# shifted by 480
1.0000000,-0.7495440,-0.2738140,1.7970030,-0.1813641,0.8311307,0.0114334
1.0000000,-0.7495440,-0.2738140,1.7970030,-0.1813641,0.8311307,0.0114334
1.0000000,-0.7495440,-0.2738140,1.7970030,-0.1813641,0.8311307,0.0114334
1.0000000,-0.7495440,-0.2738140,1.7970030,-0.1813641,0.8311307,0.0114334
1.0000000,-0.7495440,-0.2738140,1.7970030,-0.1813641,0.8311307,0.0114334
1.0000000,-0.7495440,-0.2738140,1.7970030,-0.1813641,0.8311307,0.0114334
1.0000000,-0.7495440,-0.2738140,1.7970030,-0.1813641,0.8311307,0.0114334
1.0000000,-0.7495440,-0.2738140,1.7970030,-0.1813641,0.8311307,0.0114334
2.0000000,-0.7500290,-0.2734290,1.7973310,-0.1840311,0.8259874,-0.0030250
2.0000000,-0.7500290,-0.2734290,1.7973310,-0.1840311,0.8259874,-0.0030250
2.0000000,-0.7500290,-0.2734290,1.7973310,-0.1840311,0.8259874,-0.0030250
2.0000000,-0.7500290,-0.2734290,1.7973310,-0.1840311,0.8259874,-0.0030250
2.0000000,-0.7500290,-0.2734290,1.7973310,-0.1840311,0.8259874,-0.0030250
2.0000000,-0.7500290,-0.2734290,1.7973310,-0.1840311,0.8259874,-0.0030250
2.0000000,-0.7500290,-0.2734290,1.7973310,-0.1840311,0.8259874,-0.0030250
3.0000000,-0.7498500,-0.2722320,1.7974480,-0.1746650,0.8163413,-0.0244085
3.0000000,-0.7498500,-0.2722320,1.7974480,-0.1746650,0.8163413,-0.0244085
3.0000000,-0.7498500,-0.2722320,1.7974480,-0.1746650,0.8163413,-0.0244085
3.0000000,-0.7498500,-0.2722320,1.7974480,-0.1746650,0.8163413,-0.0244085
3.0000000,-0.7498500,-0.2722320,1.7974480,-0.1746650,0.8163413,-0.0244085
4.0000000,-0.7504310,-0.2716780,1.7977110,-0.1570695,0.8166925,-0.0074365
4.0000000,-0.7504310,-0.2716780,1.7977110,-0.1570695,0.8166925,-0.0074365
4.0000000,-0.7504310,-0.2716780,1.7977110,-0.1570695,0.8166925,-0.0074365
4.0000000,-0.7504310,-0.2716780,1.7977110,-0.1570695,0.8166925,-0.0074365
4.0000000,-0.7504310,-0.2716780,1.7977110,-0.1570695,0.8166925,-0.0074365
4.0000000,-0.7504310,-0.2716780,1.7977110,-0.1570695,0.8166925,-0.0074365
4.0000000,-0.7504310,-0.2716780,1.7977110,-0.1570695,0.8166925,-0.0074365
4.0000000,-0.7504310,-0.2716780,1.7977110,-0.1570695,0.8166925,-0.0074365
4.0000000,-0.7504310,-0.2716780,1.7977110,-0.1570695,0.8166925,-0.0074365
5.0000000,-0.7511280,-0.2715630,1.7980940,-0.1512702,0.8176228,-0.0120768
5.0000000,-0.7511280,-0.2715630,1.7980940,-0.1512702,0.8176228,-0.0120768
5.0000000,-0.7511280,-0.2715630,1.7980940,-0.1512702,0.8176228,-0.0120768
5.0000000,-0.7511280,-0.2715630,1.7980940,-0.1512702,0.8176228,-0.0120768
5.0000000,-0.7511280,-0.2715630,1.7980940,-0.1512702,0.8176228,-0.0120768
5.0000000,-0.7511280,-0.2715630,1.7980940,-0.1512702,0.8176228,-0.0120768
5.0000000,-0.7511280,-0.2715630,1.7980940,-0.1512702,0.8176228,-0.0120768
5.0000000,-0.7511280,-0.2715630,1.7980940,-0.1512702,0.8176228,-0.0120768
5.0000000,-0.7511280,-0.2715630,1.7980940,-0.1512702,0.8176228,-0.0120768
6.0000000,-0.7526330,-0.2721720,1.7983900,-0.1561571,0.8129464,-0.0313063
6.0000000,-0.7526330,-0.2721720,1.7983900,-0.1561571,0.8129464,-0.0313063
6.0000000,-0.7526330,-0.2721720,1.7983900,-0.1561571,0.8129464,-0.0313063
6.0000000,-0.7526330,-0.2721720,1.7983900,-0.1561571,0.8129464,-0.0313063
