x,y,z
1,[-0.40342106 -0.48672514  2.39715184],n-fold
1,[-0.40164161  0.66728481  2.36346728],n-fold
1,[ 0.33827135 -0.48048232  2.31528314],n-fold
1,[0.32392926 0.66937038 2.28028035],n-fold
1,[-0.03560074  0.07426896  2.38989695],n-fold
1,[ 0.15590344 -0.48625008  2.35855634],"Aruco, [0]"
1,[0.14195515 0.66791469 2.31244443],"Aruco, [1]"
1,[-0.59180777 -0.48846524  2.41754818],"Aruco, [3]"
1,[-0.22314938  0.07134262  2.4312269 ],"Aruco, [2]"
1,[-0.59823044  0.6754572   2.40343481],"Aruco, [8]"
x,y,z
2,[0.32819568 0.66813127 2.28775211],n-fold
2,[-0.03045812  0.07164625  2.3940361 ],n-fold
2,[ 0.34421226 -0.48310606  2.32487235],n-fold
2,[-0.39700828  0.66421046  2.37196204],n-fold
2,[-0.39775861 -0.49025046  2.40361567],n-fold
2,[ 0.16037885 -0.48826927  2.35708825],"Aruco, [0]"
2,[0.14579847 0.66743969 2.32290333],"Aruco, [1]"
2,[-0.58555776 -0.4921191   2.42088103],"Aruco, [3]"
2,[-0.21734022  0.06824861  2.43152338],"Aruco, [2]"
2,[-0.59270583  0.67068619  2.40950997],"Aruco, [8]"
x,y,z
3,[-0.02637292  0.0698284   2.39084806],n-fold
3,[-0.39370957  0.66207161  2.37170202],n-fold
3,[0.33165257 0.66544201 2.28184646],n-fold
3,[ 0.16597841 -0.49135743  2.35674948],"Aruco, [0]"
3,[0.15119608 0.66752213 2.3307488 ],"Aruco, [1]"
3,[-0.57881504 -0.49314154  2.40991356],"Aruco, [3]"
3,[-0.21220732  0.06588844  2.4156585 ],"Aruco, [2]"
3,[-0.58962148  0.66904989  2.40951563],"Aruco, [8]"
x,y,z
4,[-0.02462556  0.06751114  2.39243102],n-fold
4,[0.33267303 0.66335836 2.28425197],n-fold
4,[-0.39222379  0.65902516  2.37542316],n-fold
4,[ 0.35106996 -0.48622076  2.31583779],n-fold
4,[-0.39007618 -0.49456656  2.39862312],n-fold
4,[ 0.16921007 -0.49483405  2.36755358],"Aruco, [0]"
4,[0.15011775 0.66028168 2.31317553],"Aruco, [1]"
4,[-0.58025182 -0.49930786  2.42828726],"Aruco, [3]"
4,[-0.20932736  0.06450432  2.41851412],"Aruco, [2]"
4,[-0.58815385  0.66545476  2.41484898],"Aruco, [8]"
x,y,z
5,[-0.38267855 -0.49806103  2.4012967 ],n-fold
5,[0.33852633 0.66076364 2.28607447],n-fold
5,[-0.01765819  0.06474895  2.39426816],n-fold
5,[-0.3858225   0.65632048  2.38121413],n-fold
5,[ 0.3583533  -0.48917316  2.31671111],n-fold
5,[ 0.17645333 -0.49901259  2.36972249],"Aruco, [0]"
5,[0.1584435  0.66226137 2.33421838],"Aruco, [1]"
5,[-0.56980053 -0.49955777  2.41726288],"Aruco, [3]"
5,[-0.20414748  0.06164575  2.42975468],"Aruco, [2]"
5,[-0.58147133  0.66264333  2.42076558],"Aruco, [8]"
x,y,z
6,[-0.37513895 -0.50140094  2.40067419],n-fold
6,[ 0.36557828 -0.49150053  2.31584348],n-fold
6,[-0.0107408   0.0617635   2.39482693],n-fold
6,[-0.37942228  0.65282009  2.38554952],n-fold
6,[0.34471443 0.65801333 2.28747514],n-fold
6,[ 0.18349384 -0.50095715  2.36361759],"Aruco, [0]"
6,[0.16456381 0.66216628 2.34641514],"Aruco, [1]"
6,[-0.56510379 -0.50633928  2.43072969],"Aruco, [3]"
6,[-0.19627856  0.05797997  2.41836472],"Aruco, [2]"
6,[-0.57753552  0.66180421  2.43719517],"Aruco, [8]"
x,y,z
7,[0.34302894 0.65560212 2.28931962],n-fold
