1.0000000,-0.2006067,-0.1823554,2.2712961,-2.1017080,-2.1037453,0.0974744,10.0000000
1.0000000,-0.1324671,0.5983045,2.3027573,-2.1094362,-2.1189286,0.1394868,18.0000000
1.0000000,-0.7548284,-0.1445347,2.2736598,-2.1019779,-2.1046336,0.1382103,12.0000000
1.0000000,-0.1896167,0.0275403,2.2824734,-2.0997688,-2.1024537,0.1115745,0.0000000
1.0000000,-0.7629840,0.0474365,2.2787249,-2.0996192,-2.1044458,0.1360384,2.0000000
1.0000000,-0.1548943,0.8067442,2.3021412,-2.1022599,-2.1131091,0.1340178,8.0000000
2.0000000,-0.7459581,-0.1467001,2.2818257,-2.1039778,-2.1081632,0.1425220,12.0000000
2.0000000,-0.1880427,-0.1757993,2.2765025,-2.1030325,-2.1053467,0.1068264,10.0000000
2.0000000,-0.1311132,0.5972388,2.3037672,-2.1100632,-2.1196219,0.1400959,18.0000000
2.0000000,-0.1989048,-0.0025158,2.2869967,-2.1051583,-2.1075366,0.0940995,0.0000000
2.0000000,-0.7590637,0.0556053,2.2797236,-2.0986918,-2.1035253,0.1417931,2.0000000
2.0000000,-0.1471416,0.8093680,2.3015104,-2.1045954,-2.1123855,0.1385442,8.0000000
3.0000000,-0.1951446,-0.1791393,2.2742462,-2.1021557,-2.1047366,0.1026751,10.0000000
3.0000000,-0.7504934,-0.1457893,2.2791447,-2.1028770,-2.1069199,0.1415437,12.0000000
3.0000000,-0.1370489,0.5966627,2.3032644,-2.1088109,-2.1190468,0.1381152,18.0000000
3.0000000,-0.1769920,0.0196539,2.2874787,-2.1038441,-2.1078332,0.1151246,0.0000000
3.0000000,-0.7560923,0.0556876,2.2801373,-2.1001801,-2.1035153,0.1436054,2.0000000
3.0000000,-0.1646329,0.8108858,2.2954051,-2.1009683,-2.1079308,0.1322250,8.0000000
4.0000000,-0.1981497,-0.1784843,2.2736604,-2.1016994,-2.1038096,0.1019793,10.0000000
4.0000000,-0.7502979,-0.1446731,2.2789696,-2.1033079,-2.1063035,0.1423681,12.0000000
4.0000000,-0.1383125,0.5996198,2.3013096,-2.1079559,-2.1180254,0.1394032,18.0000000
4.0000000,-0.1337977,-0.0140520,2.3059787,-2.1206861,-2.1253715,0.1209074,0.0000000
4.0000000,-0.7725343,0.0434484,2.2753608,-2.0986593,-2.1037317,0.1315803,2.0000000
4.0000000,-0.1521608,0.8161039,2.2938120,-2.1031567,-2.1080553,0.1402966,8.0000000
5.0000000,-0.2056774,-0.1859887,2.2699324,-2.1020564,-2.1035994,0.0953594,10.0000000
5.0000000,-0.7512038,-0.1473466,2.2774781,-2.1040231,-2.1064042,0.1410873,12.0000000
5.0000000,-0.1410882,0.5957733,2.3007634,-2.1082665,-2.1183383,0.1370634,18.0000000
5.0000000,-0.7549784,0.0327889,2.2880605,-2.1047279,-2.1106698,0.1361332,2.0000000
5.0000000,-0.1653282,0.0054446,2.2938459,-2.1100595,-2.1136775,0.1152586,0.0000000
5.0000000,-0.1505958,0.8184751,2.2923479,-2.1031384,-2.1076970,0.1427149,8.0000000
6.0000000,-0.2038690,-0.1909038,2.2711178,-2.1042770,-2.1045696,0.0946356,10.0000000
6.0000000,-0.7541964,-0.1475302,2.2747175,-2.1033748,-2.1055382,0.1400412,12.0000000
6.0000000,-0.1355764,0.5899322,2.3083817,-2.1117432,-2.1207044,0.1371167,18.0000000
6.0000000,-0.1756807,-0.0128026,2.2937415,-2.1128801,-2.1149561,0.1027898,0.0000000
6.0000000,-0.7677725,0.0308542,2.2784690,-2.1026677,-2.1075226,0.1292948,2.0000000
6.0000000,-0.1678086,0.8053582,2.2997027,-2.1016569,-2.1096569,0.1302072,8.0000000
7.0000000,-0.2256938,-0.1909588,2.2642020,-2.0999429,-2.0993581,0.0845105,10.0000000
7.0000000,-0.7644489,0.0430624,2.2775512,-2.1023095,-2.1039596,0.1359811,2.0000000
7.0000000,-0.1383030,-0.0098764,2.3015493,-2.1202921,-2.1220041,0.1219644,0.0000000
7.0000000,-0.1603400,0.7895928,2.3161609,-2.1076716,-2.1158309,0.1262732,8.0000000
