-0.7276331,0.4451665,-2.6285460,1.9285128,-1.5949369,0.0991979
-1.7623481,0.1769178,-2.5469577,-0.8807167,0.9631911,-1.0961346
-0.5623570,0.5616569,-2.6288273,-0.7006841,-2.8203487,-1.1934317
-0.4913108,0.6215601,-2.7393114,1.6411639,-0.6136408,-1.9413969
-1.6594935,0.3427871,-2.6959143,-0.7161914,0.9176777,-1.2044657
-0.9217988,0.1954575,-2.6768893,0.2355551,-0.9987000,2.8768961
-0.4333932,0.6772197,-2.7273100,1.8629858,-0.9907412,-1.4281772
-1.5306443,0.4345339,-2.5489910,1.6377617,-1.0109266,-1.3762605
-0.3796058,0.7281829,-2.8056961,2.0464610,1.3303425,0.5627883
-0.8883581,0.2467834,-2.7222399,-1.3577285,0.8698311,0.9231386
-1.5044254,0.4977763,-2.6069484,-1.1959555,-0.3775125,-0.1317101
-0.2662648,0.2309259,-2.9491188,1.3625194,-1.6636273,1.4782316
-0.8855521,0.4671038,-2.7079973,0.1468300,1.0642839,0.3735865
-0.3685408,0.9422557,-2.7929396,1.2334792,1.9529609,0.6804293
-1.5012309,0.7274420,-2.6098836,-0.6656237,0.2764243,0.0512438
-0.3370987,0.7612211,-2.8315660,1.8795556,-1.5818582,-0.0833563
-0.8591944,0.2823126,-2.7623508,-0.8057859,1.0830800,-0.9964641
-1.4845605,0.5469503,-2.6664698,-1.2096154,0.6561276,1.1256223
-1.4717772,0.7636417,-2.6227157,-1.1404596,1.2135817,-0.5553056
-0.3042360,0.7818820,-2.8414113,-0.1343173,-2.9923598,-0.9472834
-0.8328879,0.3090236,-2.7603236,-0.7541300,1.0605346,-1.0495873
-1.4540595,0.5808645,-2.6696316,-1.1349683,0.5506941,1.1824728
-1.4458614,0.7956095,-2.6291469,-1.2490628,0.7297711,0.9963366
-0.8350763,0.5201439,-2.7202044,-1.3076382,1.1900047,-0.0548618
-0.2790259,0.8041624,-2.8422410,1.6278494,-1.6993724,0.8474580
-0.8109445,0.3361777,-2.7650819,0.1153094,1.1041881,0.3528991
-1.4286433,0.6141465,-2.6751022,-1.8242428,-1.6459005,-0.6338109
-1.4194500,0.8314885,-2.6325496,-1.6939082,-1.3124061,-0.5269412
-0.2540991,0.8327972,-2.8348601,-0.9208470,-1.9053306,-0.6234753
-0.7871951,0.3692932,-2.7650238,0.4945406,1.4613225,0.4517084
-1.3891487,0.6493433,-2.6447550,1.7524442,-1.3105143,-0.6716240
-1.3926371,0.8626810,-2.6367614,0.1136215,1.0634891,0.3407890
-0.7863455,0.5799258,-2.7270160,-0.6442704,1.0418058,-1.1036126
-0.1813763,0.3248497,-2.9888320,1.0686250,-1.5479991,1.9416779
-1.2820360,0.1326305,-2.7057865,-1.1639094,0.5929438,1.1271236
-0.2537306,1.0393735,-2.8040935,-0.7986996,-2.5442089,-0.7581747
-0.2250982,0.8626478,-2.8845238,1.1876642,-1.6154407,1.7667778
-0.7633639,0.3978820,-2.7565432,-0.3178071,0.8115671,-1.3436333
-1.3833217,0.6822405,-2.7003866,0.6581199,1.5187067,0.5212494
-1.3679123,0.8909116,-2.6388044,0.1072798,0.4818737,-1.4913091
-0.7643660,0.6045786,-2.7263276,-1.4542733,-0.9128874,-0.4551289
-0.1626172,0.3464673,-3.0004713,2.6240992,-1.6854188,-0.3782477
-0.2304219,1.0612440,-2.8101011,1.6220394,-0.9092944,-1.6113917
-1.2651683,0.1614466,-2.7185373,1.0293671,1.7605000,0.6472740
-0.2026110,0.8844852,-2.8863879,-0.3793249,-2.9887022,-0.8907167
-0.7429371,0.4235624,-2.7667800,0.9966793,1.7252145,0.6374361
-1.3664275,0.7120169,-2.7249005,-1.8399242,-1.6491821,-0.6432313
-1.3472002,0.9194949,-2.6408336,-1.7800372,-1.4991696,-0.6250624
-0.1467927,0.3680446,-3.0066221,0.3912108,0.5807332,-2.9612747
-0.7452749,0.6291372,-2.7260265,-1.4173271,-0.8542322,-0.4404905
-0.2108471,1.0835396,-2.8168490,1.7101489,-1.1044052,-1.2440822
-1.2500779,0.1895947,-2.7266597,0.8646502,1.6419849,0.5981072
-0.1857253,0.9044372,-2.8736721,1.1972572,1.1338726,0.3540121
-0.7280111,0.4468415,-2.7962403,-0.6805825,1.0551099,-1.0845100
-1.3382238,0.7395089,-2.7016893,-1.8395463,-1.6480047,-0.6847068
-1.3311070,0.9460285,-2.6424272,-0.8445558,1.1316002,-0.9368339
-0.1721878,0.9249343,-2.8716001,1.0142177,1.1519118,0.3434792
-0.7131755,0.4713183,-2.7846317,-1.0185082,1.2064533,-0.6602822
-1.3268067,0.7673992,-2.7168693,0.3797931,1.2996000,0.4230608
-1.3205181,0.9709493,-2.6405063,-0.7676497,1.0978500,-1.0127766
-0.1881026,1.1250962,-2.8236866,-0.9219436,-1.3633904,-0.3665162
-0.7235073,0.6752114,-2.7318943,0.7808693,1.5227039,0.5826707
-0.1624991,0.9483442,-2.8917990,1.6585130,-1.6079107,0.6371506
-0.7042867,0.4956366,-2.7637254,-0.4601770,0.7674625,-1.3692883
-1.3140849,0.7917913,-2.7058635,-1.1866574,0.6439631,1.0558195
-1.3137368,0.9948618,-2.6326906,-1.8075785,-1.5546696,-0.6740431
-0.7209915,0.6968533,-2.7344279,-1.4530571,-0.9070033,-0.4732556
-0.1840540,1.1444660,-2.8285728,1.6835603,-1.1129771,-1.2163670
-0.1612022,0.9656296,-2.8814317,1.7421629,-1.5488286,0.1514936
-0.1176915,0.2394994,-3.1857300,1.2026150,-0.2833829,-2.4303298
-0.6995105,0.5156562,-2.7322014,-0.8886931,1.1880459,-0.7829617
-1.3022403,0.8146542,-2.6784826,-1.0417358,1.2221180,-0.5970802
-1.3175466,1.0211478,-2.6359121,-1.4604234,-0.8598583,-0.4206066
-0.7263573,0.7195875,-2.7425511,-1.4526171,-0.8911335,-0.4625628
-0.1871327,1.1639580,-2.8297020,1.3629839,1.1451048,0.3065432
-0.1658351,0.9842805,-2.8740732,-0.9148058,-1.5510094,-0.4213037
-0.1183363,0.2543527,-3.2206842,1.7888898,-1.2478830,-1.0367997
-0.7071457,0.5377125,-2.7547318,-0.7897882,0.0721656,1.4012290
-1.2084740,0.1166783,-2.7286162,-1.4067012,-0.8707127,-0.4658206
-1.3073335,0.8408891,-2.6842438,-0.6587488,1.0760134,-1.0678162
-0.1755334,1.0036331,-2.8736935,1.1083296,1.1215558,0.3124903
-0.1296573,0.2720117,-3.2091563,1.6203826,-0.8814816,-1.7224708
-0.7178844,0.5595005,-2.6935910,-0.6372666,1.1145130,-1.0200660
-1.2221807,0.1421682,-2.7152880,-1.1551750,0.5741972,1.0860985
-1.3026722,0.8582972,-2.6309015,1.1148236,-1.8592760,1.6723568
-0.7577934,0.7608184,-2.7444410,-1.0545074,1.2283945,-0.5965829
-1.2773796,0.3367849,-2.7470806,-1.5510823,-1.0199136,-0.4764869
-1.3360486,1.0635122,-2.5983784,-0.2071767,-0.4336202,1.4955110
-0.1902357,1.0221030,-2.8821226,-0.9314467,-1.6285620,-0.4535804
-0.1497492,0.2900648,-3.1664359,2.0015739,1.1866743,0.4409936
-0.7412595,0.5790540,-2.7495404,-0.5482032,1.0481233,-1.1232764
-1.2597440,0.1548760,-2.7745958,-0.7967499,0.1249352,1.4128482
-1.3337107,0.8869126,-2.6677602,-1.0781551,-2.0315483,-0.7665542
-0.2119952,1.0366324,-2.8688532,1.8823346,1.1738405,0.3814866
-0.1736864,0.3080526,-3.1342821,1.4157786,-1.6682258,1.2564740
-0.7745257,0.6014769,-2.8256334,-1.4169474,1.1035897,0.5454687
-1.3484044,0.9051769,-2.6394965,-0.6358610,1.0757439,-1.0779818
-1.2862856,0.1774775,-2.7724267,-1.1676007,0.6159433,1.0841827
-0.2372059,1.0504059,-2.8470482,0.7186752,-1.3489713,2.3620981
-0.1978010,0.3227969,-3.1222201,-0.0485406,-3.0327680,-0.8182706
-0.7988970,0.6205235,-2.7882689,0.5681544,1.6078170,0.4024832
-1.3702507,0.9259432,-2.6229634,-1.1652205,0.6263265,1.0529801
-1.3186894,0.1986028,-2.7733456,-0.6370051,1.0434058,-1.1142786
-1.4056495,1.1271078,-2.5692921,0.8859030,1.6080558,0.5832243
-0.8398378,0.8202570,-2.7578364,1.8928053,-1.5181565,-0.5764391
-0.2792266,1.2460404,-2.7982423,2.6071145,-1.7205183,-0.3352236
-1.3691966,0.4006448,-2.7518025,-1.2147076,0.7148546,1.0118613
-0.2628606,1.0697340,-2.8598296,-0.9654058,-1.2817842,-0.4047620
-0.2271273,0.3386877,-3.1079292,2.1031280,1.1916604,0.4928073
-0.8311319,0.6386809,-2.7981517,-0.6178644,1.0681048,-1.0949111
-1.3969839,0.9465717,-2.6124917,2.1121633,1.2572012,0.7088727
-1.3471166,0.2213349,-2.7589101,0.7489623,1.5049627,0.5606799
-0.2935919,1.0839764,-2.8384406,-1.8285873,-1.4644635,-0.5058760
-0.2581182,0.3541873,-3.1041712,-0.9874538,-1.6317781,-0.5341193
-0.8590378,0.6592872,-2.7741696,-0.0753668,0.4516653,-1.5073959
-1.4175084,0.9647915,-2.5787760,-1.0102933,-1.2654863,-0.5559206
-1.3526452,0.2536026,-2.6656854,1.7967321,-0.9116704,-1.7466751
-0.9028694,0.8606376,-2.7468384,1.0054321,-1.6680874,1.8872241
