1,-0.7998231644880828,0.6311500405730958,1.8111993738351904,-1.8547414942038165,-1.7686037936521741,-0.4730285062176466,18
1,-1.4153913620794112,-0.13435148372015465,1.7773927652880794,-1.846623520429719,-1.7590157550878796,-0.48465759827303373,12
1,-0.8220113282971209,-0.15412578414972525,1.7694156862325872,-1.850772054671103,-1.7566354322998905,-0.5025760089485586,10
1,-0.8472866395148925,-0.00014183071137885417,1.7804424138414976,-1.8550200479076913,-1.755513621381411,-0.5298874813638621,0
1,-0.8088603902952134,0.8429272071429265,1.814045868020132,-1.8504486623949519,-1.7639254759256227,-0.4702350272742343,8
1,-1.4474415781945096,0.02866379218429671,1.7699583774302383,-1.8435590586403832,-1.7561973438813892,-0.5095475274905017,2
1,-2.042287045550522,0.03243969161279525,1.776620310954768,-1.837560737631829,-1.7597950757951555,-0.5015297524382286,3
1,-2.0533207338501436,0.822135204942178,1.840623167108801,-1.8470699415098424,-1.7655873880289283,-0.48886677818563856,1
2,-0.806966173673576,0.6350412997285733,1.810713334229318,-1.8533686091596273,-1.7663499916061065,-0.47193621606066566,18
2,-1.4205508433603926,-0.13561885851364647,1.7777606883512427,-1.8479096889397084,-1.757521156635595,-0.48598152030947095,12
2,-0.8252869913867196,-0.15138027206019852,1.7762035601115413,-1.8517836658083018,-1.7566215865884975,-0.4995559533161142,10
2,-0.81966830062875,0.029156032090090656,1.800757359150803,-1.8591383964800394,-1.7625592392391114,-0.4984599260642562,0
2,-0.8217431936457295,0.8485121690009889,1.7977713494332437,-1.8446150551165066,-1.75730465725127,-0.4708652593429798,8
2,-1.4355585221178078,0.04998532933553962,1.7917195016132055,-1.8466905876328332,-1.7585939073924417,-0.48994707406741134,2
2,-2.0282982694533396,0.05878744200292613,1.8129923188019548,-1.8415955378610507,-1.7641456145585426,-0.4778384645978826,3
2,-2.036284327645462,0.8687513534346427,1.8155919196053314,-1.8425631881343798,-1.7547590683254761,-0.46673931912213096,1
3,-1.4239930388024598,-0.1335832302920441,1.781291023199171,-1.849593376379879,-1.756219319683571,-0.4834296622629479,12
3,-0.8244973664800446,-0.15213527614919886,1.7784945218759538,-1.8549898042375244,-1.7566210597867462,-0.49739199009069696,10
3,-0.8063426042213141,0.6388933549422393,1.8079228656687385,-1.8551796044420072,-1.7643111754730887,-0.4680355993718584,18
3,-2.0125106880202286,-0.1433372485805205,1.7786523005036148,-1.8538627030454478,-1.7544521308162353,-0.49002418240763795,13
3,-0.8230540473361163,0.03587001966228842,1.7991294186680575,-1.8594235716865426,-1.7591250457027408,-0.49465510515612987,0
3,-0.8243541992367538,0.8608137249488008,1.791447949279741,-1.8427751961739818,-1.7538772975416643,-0.46415377563504334,8
3,-1.437116970051879,0.07360402572993174,1.7861909491094445,-1.843982234991139,-1.751984415310534,-0.47851701329758595,2
3,-2.026277679698429,0.07945075000169283,1.7885852113263645,-1.842244883107033,-1.7524368410041031,-0.47438685801003944,3
3,-2.034407162301508,0.8600750488720394,1.7862207810093564,-1.837781145720604,-1.7521230885651042,-0.46931902247679225,1
4,-0.8139778993651337,0.6295282230181473,1.803709922503062,-1.8554210498902242,-1.7648242967908143,-0.4752070026006166,18
4,-1.4215428587013095,-0.13285244801372986,1.7808753805015796,-1.8504182744059916,-1.7578282244774972,-0.4799206037484872,12
4,-2.010725550121248,-0.1400105419478508,1.7553674408311337,-1.8501246172713854,-1.7516999817221808,-0.49092817832389063,13
4,-0.8378845344223418,-0.13688444911515305,1.762987082088539,-1.8466196784545432,-1.7491215830168954,-0.49574205533564175,10
4,-0.8159031217507624,0.07867224248140875,1.8079717118800835,-1.8510883815554013,-1.7585457152758197,-0.46607597107449045,0
4,-0.8429084311758841,0.8554806986685048,1.7784625060368657,-1.8370574411609109,-1.7509415928936645,-0.473564417641882,8
4,-1.4314795388518926,0.11105538174315116,1.792923832367162,-1.841081404633299,-1.748613293921518,-0.4554744365732373,2
4,-2.0313077948496936,0.12689163368384626,1.7781016455923702,-1.8366261010432765,-1.7412338958203946,-0.45601044452110906,3
4,-2.0337964663595636,0.8654638790003485,1.7657835029092372,-1.833900124864583,-1.7500226273585373,-0.4669739129303857,1
5,-0.8345178513934075,-0.1415344122145119,1.7664780648737546,-1.8521256905561736,-1.7513156674532726,-0.49576117608806053,10
5,-1.4213643275436065,-0.12955524457936457,1.7724848400888906,-1.8519196197208982,-1.7555417813223748,-0.480000149281707,12
5,-0.8154402408871144,0.6319559718630621,1.8092820988876581,-1.8586392128873122,-1.7645207199201443,-0.4737272024371152,18
5,-2.0077443997882805,-0.142226665309725,1.766269503915262,-1.8552476938695275,-1.7547268150983888,-0.4878259534533862,13
5,-0.8713909038868772,0.03426298700460312,1.760680359874192,-1.8455906919308138,-1.741633725399508,-0.5190450471822815,0
5,-0.838940055941416,0.829653552537671,1.814125572012314,-1.8535765816914878,-1.759013348699011,-0.48401788722201794,8
5,-1.4502779526730922,0.0841811200254251,1.7577080566637737,-1.8379759057647609,-1.7439052909675827,-0.48058277139656524,2
5,-2.0410377329153397,0.0981886493602292,1.749728252320628,-1.830256738100079,-1.7440075973104778,-0.47263434579838964,3
5,-2.0520132733097873,0.8448412460970478,1.7739385816265738,-1.8338572000014157,-1.7554517830121577,-0.4768672699945496,1
6,-2.0084578431413984,-0.14395659096464597,1.769433550493334,-1.8567393221417394,-1.7552126453970782,-0.48840882120803325,13
