1.0000000,0.4537225,-0.5029638,2.2464624,10.0000000
1.0000000,0.5218620,0.2776960,2.2779236,18.0000000
1.0000000,-0.1004993,-0.4651432,2.2488261,12.0000000
1.0000000,0.4647124,-0.2930682,2.2576397,0.0000000
1.0000000,-0.1086549,-0.2731719,2.2538912,2.0000000
1.0000000,0.4994348,0.4861357,2.2773075,8.0000000
2.0000000,-0.0916290,-0.4673085,2.2569920,12.0000000
2.0000000,0.4662865,-0.4964077,2.2516688,10.0000000
2.0000000,0.5232160,0.2766303,2.2789335,18.0000000
2.0000000,0.4554244,-0.3231242,2.2621630,0.0000000
2.0000000,-0.1047345,-0.2650031,2.2548899,2.0000000
2.0000000,0.5071876,0.4887596,2.2766767,8.0000000
3.0000000,0.4591845,-0.4997478,2.2494125,10.0000000
3.0000000,-0.0961642,-0.4663978,2.2543110,12.0000000
3.0000000,0.5172802,0.2760542,2.2784307,18.0000000
3.0000000,0.4773371,-0.3009546,2.2626449,0.0000000
3.0000000,-0.1017632,-0.2649209,2.2553036,2.0000000
3.0000000,0.4896963,0.4902774,2.2705714,8.0000000
4.0000000,0.4561795,-0.4990927,2.2488267,10.0000000
4.0000000,-0.0959687,-0.4652815,2.2541359,12.0000000
4.0000000,0.5160166,0.2790113,2.2764759,18.0000000
4.0000000,0.5205315,-0.3346604,2.2811450,0.0000000
4.0000000,-0.1182052,-0.2771601,2.2505270,2.0000000
4.0000000,0.5021684,0.4954954,2.2689783,8.0000000
5.0000000,0.4486518,-0.5065972,2.2450987,10.0000000
5.0000000,-0.0968746,-0.4679550,2.2526444,12.0000000
5.0000000,0.5132409,0.2751648,2.2759297,18.0000000
5.0000000,-0.1006493,-0.2878196,2.2632268,2.0000000
5.0000000,0.4890010,-0.3151639,2.2690122,0.0000000
5.0000000,0.5037333,0.4978667,2.2675142,8.0000000
6.0000000,0.4504601,-0.5115123,2.2462841,10.0000000
6.0000000,-0.0998673,-0.4681386,2.2498838,12.0000000
6.0000000,0.5187527,0.2693237,2.2835480,18.0000000
6.0000000,0.4786485,-0.3334111,2.2689078,0.0000000
6.0000000,-0.1134433,-0.2897543,2.2536353,2.0000000
6.0000000,0.4865205,0.4847498,2.2748690,8.0000000
7.0000000,0.4286354,-0.5115672,2.2393683,10.0000000
7.0000000,-0.1101198,-0.2775461,2.2527175,2.0000000
7.0000000,0.5160262,-0.3304849,2.2767156,0.0000000
7.0000000,0.4939892,0.4689844,2.2913272,8.0000000
8.0000000,0.4468956,-0.5173964,2.2459397,10.0000000
8.0000000,-0.0992992,-0.4690209,2.2507863,12.0000000
8.0000000,0.5149215,0.2726459,2.2811588,18.0000000
8.0000000,-0.1151603,-0.2747751,2.2483293,2.0000000
8.0000000,0.5069415,-0.3116289,2.2737065,0.0000000
8.0000000,0.4902764,0.4797097,2.2831314,8.0000000
9.0000000,0.4347609,-0.5080776,2.2402152,10.0000000
9.0000000,-0.0975015,-0.4683465,2.2518725,12.0000000
9.0000000,0.5117895,0.2753439,2.2798518,18.0000000
9.0000000,0.4836137,-0.3333260,2.2685396,0.0000000
9.0000000,-0.1098849,-0.2663340,2.2516532,2.0000000
9.0000000,0.5045025,0.4870026,2.2794736,8.0000000
10.0000000,0.4345176,-0.5115492,2.2398805,10.0000000
10.0000000,-0.0998842,-0.4638013,2.2497899,12.0000000
10.0000000,0.5135456,0.2734606,2.2813819,18.0000000
10.0000000,0.4728033,-0.3213458,2.2661189,0.0000000
10.0000000,-0.0998517,-0.2556988,2.2580320,2.0000000
10.0000000,0.4969293,0.4874312,2.2775418,8.0000000
11.0000000,0.4390577,-0.5202233,2.2418710,10.0000000
11.0000000,-0.1024055,-0.4698149,2.2496613,12.0000000
11.0000000,0.5156215,0.2723455,2.2827594,18.0000000
11.0000000,-0.1104060,-0.2642532,2.2483891,2.0000000
11.0000000,0.4618732,-0.3464727,2.2678096,0.0000000
11.0000000,0.4805566,0.4856014,2.2766830,8.0000000
12.0000000,-0.0998339,-0.4675091,2.2499693,12.0000000
12.0000000,0.4418128,-0.5064289,2.2446261,10.0000000
12.0000000,0.5103694,0.2746430,2.2791921,18.0000000
12.0000000,0.4752255,-0.3408737,2.2699364,0.0000000
12.0000000,-0.1059111,-0.2588893,2.2577882,2.0000000
12.0000000,0.5034654,0.4744778,2.2908865,8.0000000
13.0000000,0.4298626,-0.5152193,2.2404740,10.0000000
13.0000000,-0.1045293,-0.4734327,2.2493743,12.0000000
13.0000000,0.5063124,0.2692452,2.2847918,18.0000000
13.0000000,0.4574201,-0.3372427,2.2633792,0.0000000
13.0000000,-0.0943486,-0.2668777,2.2668692,2.0000000
13.0000000,0.4882381,0.4851304,2.2780813,8.0000000
14.0000000,-0.0996090,-0.4692959,2.2533307,12.0000000
14.0000000,0.4414795,-0.5212369,2.2476273,10.0000000
14.0000000,0.5095094,0.2722138,2.2819657,18.0000000
14.0000000,0.4464024,-0.3542768,2.2657700,0.0000000
14.0000000,-0.0958646,-0.2632109,2.2624782,2.0000000
14.0000000,0.4895634,0.4938297,2.2756879,8.0000000
15.0000000,0.4401668,-0.5047315,2.2476727,10.0000000
15.0000000,-0.0962324,-0.4693504,2.2550882,12.0000000
15.0000000,0.5157262,0.2692322,2.2868411,18.0000000
15.0000000,0.4708750,-0.3425689,2.2725043,0.0000000
15.0000000,-0.0986373,-0.2690369,2.2624384,2.0000000
15.0000000,0.4989272,0.4837271,2.2845900,8.0000000
16.0000000,0.4573336,-0.5075603,2.2520509,10.0000000
16.0000000,-0.0942459,-0.4660143,2.2555467,12.0000000
16.0000000,0.5158963,0.2690893,2.2847230,18.0000000
16.0000000,0.4708817,-0.3084279,2.2684148,0.0000000
16.0000000,-0.0955404,-0.2757736,2.2667286,2.0000000
16.0000000,0.4974353,0.4624626,2.2957106,8.0000000
17.0000000,0.4647065,-0.4934135,2.2543022,10.0000000
17.0000000,-0.0883775,-0.4659033,2.2584245,12.0000000
17.0000000,0.4873615,-0.3077009,2.2708670,0.0000000
17.0000000,-0.0891937,-0.2777140,2.2695485,2.0000000
17.0000000,0.5000420,0.4693759,2.2952093,8.0000000
18.0000000,0.4594571,-0.4950868,2.2521413,10.0000000
18.0000000,-0.0875489,-0.4669095,2.2572789,12.0000000
18.0000000,0.5267108,0.2717537,2.2842828,18.0000000
18.0000000,-0.0979156,-0.2870104,2.2607317,2.0000000
18.0000000,0.5116980,-0.3296461,2.2752864,0.0000000
18.0000000,0.4971131,0.4835103,2.2807066,8.0000000
19.0000000,0.4687939,-0.4844406,2.2526456,10.0000000
19.0000000,0.5237249,0.2762417,2.2786412,18.0000000
19.0000000,-0.0786144,-0.4650053,2.2613724,12.0000000
19.0000000,-0.0892180,-0.2690050,2.2613577,2.0000000
19.0000000,0.5156874,-0.3152557,2.2763518,0.0000000
19.0000000,0.5154900,0.4835601,2.2842696,8.0000000
20.0000000,0.4862138,-0.4831113,2.2586363,10.0000000
20.0000000,-0.0776789,-0.4663285,2.2597049,12.0000000
20.0000000,0.5018767,-0.2898097,2.2682223,0.0000000
20.0000000,-0.0798159,-0.2718375,2.2640500,2.0000000
20.0000000,0.5188479,0.4872161,2.2785264,8.0000000
21.0000000,0.4958287,-0.4708373,2.2601918,10.0000000
21.0000000,-0.0692819,-0.4574017,2.2601756,12.0000000
21.0000000,0.5217715,-0.2988184,2.2745617,0.0000000
21.0000000,-0.0833146,-0.2751992,2.2636384,2.0000000
21.0000000,0.5250262,0.4970761,2.2732189,8.0000000
22.0000000,0.5030361,-0.4806990,2.2601463,10.0000000
22.0000000,-0.0648326,-0.4606568,2.2601149,12.0000000
22.0000000,0.5446315,0.2723597,2.2819821,18.0000000
22.0000000,-0.0741075,-0.2507344,2.2599305,2.0000000
22.0000000,0.5405297,-0.3024899,2.2787370,0.0000000
22.0000000,0.5309276,0.4972415,2.2773119,8.0000000
23.0000000,-0.0581109,-0.4594977,2.2600042,12.0000000
23.0000000,0.4988513,-0.4667131,2.2585637,10.0000000
23.0000000,0.5613308,0.2716503,2.2850361,18.0000000
23.0000000,0.5329412,-0.3016127,2.2744878,0.0000000
23.0000000,-0.0664767,-0.2616694,2.2642175,2.0000000
23.0000000,0.5302433,0.4656458,2.3000154,8.0000000
24.0000000,0.5125657,-0.4772003,2.2607042,10.0000000
24.0000000,-0.0553800,-0.4602445,2.2587387,12.0000000
24.0000000,0.5612132,0.2727748,2.2849632,18.0000000
24.0000000,0.5412313,-0.3155759,2.2743493,0.0000000
24.0000000,-0.0592618,-0.2744463,2.2682791,2.0000000
24.0000000,0.5383426,0.4813521,2.2907218,8.0000000
25.0000000,0.5219336,-0.2727980,2.2668543,0.0000000
25.0000000,-0.0451584,-0.2657834,2.2721924,2.0000000
25.0000000,0.5392567,0.4765159,2.2863818,8.0000000
26.0000000,-0.0426492,-0.4556286,2.2577764,12.0000000
26.0000000,0.5365116,-0.4680632,2.2629495,10.0000000
26.0000000,0.5709977,0.2763632,2.2821033,18.0000000
26.0000000,-0.0436864,-0.2726671,2.2691391,2.0000000
26.0000000,0.5306200,-0.2780471,2.2681035,0.0000000
26.0000000,0.5369205,0.4768291,2.2839322,8.0000000
27.0000000,-0.0446924,-0.2717856,2.2676635,2.0000000
27.0000000,0.5390279,-0.2733319,2.2680053,0.0000000
27.0000000,0.5431523,0.4773988,2.2851069,8.0000000
