Format Version,1.23,Take Name,experiment_006,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2025-05-08 01.50.50.841 ,Capture Start Frame,3455167,Total Frames in Take,9049,Total Exported Frames,9049,Rotation Type,XZY,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
13,0.054000,0.612358,0.209525,0.034742,2.763623,1.977692,-2.855530,-2.461195,0.750377,93.989708,3.156668,1.707971,2.417750
14,0.058000,0.740925,0.169873,0.042724,2.763621,1.977732,-2.855531,-2.498654,0.763010,94.033234,3.156630,1.707887,2.417715
15,0.063000,0.710306,0.167851,0.038527,2.763617,1.977721,-2.855547,-2.474697,0.715233,93.875160,3.156629,1.708007,2.417345
16,0.067000,0.617765,0.202693,0.037614,2.763610,1.977682,-2.855541,-2.489174,0.649455,93.823891,3.156613,1.708155,2.417162
17,0.071000,0.608949,0.220164,0.032627,2.763621,1.977703,-2.855542,-2.522374,0.650827,93.817024,3.156584,1.708180,2.417074
18,0.075000,0.641430,0.213807,0.043372,2.763623,1.977693,-2.855536,-2.557064,0.689095,93.841583,3.156533,1.708132,2.417060
19,0.079000,0.643297,0.228817,0.049438,2.763620,1.977686,-2.855534,-2.576521,0.565354,93.731026,3.156656,1.708519,2.416756
20,0.083000,0.631481,0.234371,0.039309,2.763625,1.977698,-2.855533,-2.483079,0.436381,93.596291,3.156673,1.708740,2.416411
21,0.088000,0.636866,0.227040,0.046244,2.763625,1.977703,-2.855529,-2.257879,0.278576,93.460037,3.156742,1.708939,2.416015
22,0.092000,0.644873,0.222112,0.050757,2.763623,1.977700,-2.855528,-2.316248,0.187279,93.297905,3.156627,1.709101,2.415400
23,0.096000,0.638917,0.228107,0.045898,2.763619,1.977699,-2.855535,-2.570095,0.216980,93.126526,3.156588,1.709130,2.415033
24,0.100000,0.614558,0.215778,0.045571,2.763620,1.977692,-2.855538,-2.766188,0.242554,93.158936,3.156574,1.709170,2.415000
25,0.104000,0.644651,0.211385,0.045761,2.763621,1.977689,-2.855528,-2.925485,0.246604,93.211685,3.156603,1.709153,2.415012
26,0.108000,0.621237,0.204123,0.047389,2.763618,1.977681,-2.855531,-2.967637,0.168132,93.297447,3.156598,1.709108,2.414951
27,0.113000,0.603272,0.205581,0.039013,2.763619,1.977683,-2.855532,-2.202166,0.278968,93.396736,3.156572,1.708796,2.415382
28,0.117000,0.645107,0.213361,0.041189,2.763628,1.977690,-2.855523,-2.152983,0.181535,93.453629,3.156517,1.708841,2.415241
29,0.121000,0.632664,0.198733,0.032383,2.763622,1.977683,-2.855525,-2.293590,0.178221,93.486626,3.156419,1.708755,2.415211
30,0.125000,0.618294,0.188370,0.037123,2.763622,1.977674,-2.855536,-2.425030,0.215658,93.470764,3.156401,1.708713,2.415131
31,0.129000,0.718930,0.178885,0.045172,2.763620,1.977731,-2.855534,-2.508758,0.243220,93.446838,3.156377,1.708685,2.415045
32,0.133000,0.620192,0.203829,0.042831,2.763625,1.977687,-2.855540,-2.568587,0.240724,93.438187,3.156339,1.708676,2.414984
33,0.138000,0.616223,0.218291,0.043508,2.763632,1.977692,-2.855546,-2.624028,0.243308,93.427200,3.156314,1.708644,2.414897
34,0.142000,0.619280,0.231093,0.043802,2.763620,1.977705,-2.855539,-2.720274,0.238285,93.419960,3.156248,1.708565,2.414788
35,0.146000,0.655312,0.221229,0.048124,2.763621,1.977703,-2.855536,-2.762068,0.227322,93.428658,3.156230,1.708532,2.414743
36,0.150000,0.631084,0.219853,0.038265,2.763618,1.977698,-2.855533,-2.850389,0.216201,93.486786,3.156207,1.708503,2.414741
37,0.154000,0.624909,0.213736,0.037527,2.763625,1.977691,-2.855527,-2.868228,0.208370,93.560493,3.156189,1.708380,2.414752
38,0.158000,0.614307,0.203339,0.028435,2.763609,1.977684,-2.855524,-2.885672,0.188661,93.507042,3.156133,1.708385,2.414590
39,0.163000,0.636510,0.205781,0.039383,2.763611,1.977677,-2.855511,-2.984463,0.238218,93.484016,3.156108,1.708259,2.414528
40,0.167000,0.650621,0.198438,0.041769,2.763611,1.977678,-2.855527,-3.045475,0.241746,93.467033,3.156041,1.708188,2.414417
41,0.171000,0.634182,0.209016,0.047518,2.763621,1.977679,-2.855531,-3.120120,0.265743,93.472244,3.156012,1.708150,2.414395
42,0.175000,0.643517,0.207501,0.039231,2.763618,1.977695,-2.855531,-3.240697,0.276475,93.445099,3.155960,1.708078,2.414295
43,0.179000,0.629331,0.216352,0.034582,2.763617,1.977691,-2.855532,-3.365050,0.310498,93.484154,3.155911,1.707992,2.414307
44,0.183000,0.628782,0.214225,0.035272,2.763625,1.977691,-2.855537,-3.487654,0.293360,93.498306,3.155858,1.707962,2.414223
45,0.188000,0.648178,0.219957,0.045802,2.763628,1.977702,-2.855529,-3.618367,0.271987,93.480576,3.155815,1.707911,2.414116
46,0.192000,0.611055,0.215839,0.039605,2.763615,1.977695,-2.855531,-3.573469,0.308519,93.508812,3.155778,1.707833,2.414138
47,0.196000,0.626491,0.219090,0.035002,2.763619,1.977697,-2.855528,-3.578284,0.324399,93.525101,3.155746,1.707722,2.414153
48,0.200000,0.626741,0.209011,0.043270,2.763622,1.977697,-2.855529,-3.665334,0.339811,93.486542,3.155695,1.707691,2.414046
49,0.204000,0.646749,0.212029,0.039687,2.763617,1.977705,-2.855522,-3.712189,0.311161,93.449814,3.155637,1.707652,2.413891
50,0.208000,0.642384,0.209075,0.041151,2.763619,1.977698,-2.855529,-3.830580,0.344610,93.453255,3.155581,1.707563,2.413826
51,0.213000,0.612634,0.208167,0.037093,2.763623,1.977700,-2.855537,-3.944094,0.342158,93.488533,3.155574,1.707502,2.413831
52,0.217000,0.626538,0.212928,0.038333,2.763623,1.977696,-2.855536,-3.917669,0.367074,93.481247,3.155577,1.707386,2.413856
53,0.221000,0.636657,0.211130,0.034886,2.763627,1.977706,-2.855529,-3.891358,0.331163,93.468964,3.155524,1.707374,2.413776
54,0.225000,0.635434,0.213505,0.039106,2.763629,1.977696,-2.855532,-4.018093,0.374284,93.462982,3.155472,1.707268,2.413737
55,0.229000,0.639424,0.212511,0.043674,2.763625,1.977700,-2.855531,-4.092044,0.362573,93.451454,3.155496,1.707199,2.413686
56,0.233000,0.646697,0.219947,0.049732,2.763623,1.977702,-2.855531,-4.078434,0.360374,93.446205,3.155418,1.707140,2.413685
57,0.238000,0.618916,0.211959,0.047075,2.763624,1.977693,-2.855534,-4.078441,0.358604,93.455650,3.155422,1.707068,2.413681
58,0.242000,0.633756,0.210876,0.037948,2.763636,1.977710,-2.855541,-4.163384,0.393815,93.441536,3.155387,1.707020,2.413681
59,0.246000,0.628214,0.206354,0.035592,2.763623,1.977693,-2.855543,-4.219456,0.422902,93.428253,3.155372,1.706882,2.413656
60,0.250000,0.641784,0.205816,0.037817,2.763628,1.977694,-2.855532,-4.257853,0.307293,93.391838,3.155369,1.706856,2.413621
61,0.254000,0.615358,0.198121,0.031545,2.763628,1.977690,-2.855537,-4.182677,0.365707,93.397858,3.155341,1.706810,2.413574
62,0.258000,0.610480,0.209447,0.034861,2.763626,1.977685,-2.855525,-4.227775,0.396931,93.343857,3.155310,1.706790,2.413569
63,0.263000,0.645531,0.204838,0.035374,2.763617,1.977693,-2.855531,-4.262897,0.311340,93.331787,3.155266,1.706709,2.413605
64,0.267000,0.655940,0.212482,0.044809,2.763627,1.977693,-2.855529,-4.188205,0.375756,93.372162,3.155276,1.706673,2.413644
65,0.271000,0.635900,0.214715,0.043668,2.763622,1.977681,-2.855532,-4.337111,0.335915,93.329308,3.155249,1.706563,2.413665
66,0.275000,0.648553,0.208568,0.047993,2.763613,1.977680,-2.855538,-4.370159,0.332476,93.370880,3.155234,1.706527,2.413766
67,0.279000,0.612739,0.223609,0.044628,2.763621,1.977681,-2.855547,-4.356956,0.357334,93.357140,3.155183,1.706515,2.413794
68,0.283000,0.631489,0.220000,0.042545,2.763624,1.977705,-2.855537,-4.389749,0.363894,93.329742,3.155196,1.706507,2.413789
69,0.288000,0.627518,0.221347,0.046851,2.763626,1.977698,-2.855537,-4.433026,0.393273,93.309540,3.155172,1.706459,2.413819
70,0.292000,0.629187,0.222400,0.039193,2.763624,1.977698,-2.855541,-4.418435,0.407036,93.300148,3.155128,1.706454,2.413888
71,0.296000,0.616679,0.214750,0.036351,2.763618,1.977708,-2.855530,-4.385331,0.429688,93.291031,3.155112,1.706388,2.413943
72,0.300000,0.626942,0.204319,0.043888,2.763613,1.977700,-2.855520,-4.387294,0.430105,93.288345,3.155086,1.706365,2.414000
73,0.304000,0.620234,0.206901,0.035428,2.763639,1.977706,-2.855541,-4.393644,0.411289,93.252609,3.155074,1.706404,2.413987
74,0.308000,0.627569,0.205201,0.041049,2.763613,1.977692,-2.855523,-4.392835,0.437644,93.254372,3.155037,1.706345,2.414080
75,0.313000,0.641136,0.202811,0.034803,2.763615,1.977690,-2.855532,-4.246195,0.424386,93.247704,3.154963,1.706337,2.414145
76,0.317000,0.651242,0.203044,0.040731,2.763612,1.977689,-2.855521,-4.197085,0.348195,93.181114,3.154695,1.706425,2.414074
77,0.321000,0.632724,0.200002,0.032844,2.763615,1.977681,-2.855529,-3.995155,0.370919,93.324493,3.154811,1.706185,2.414383
78,0.325000,0.608366,0.200766,0.034952,2.763622,1.977684,-2.855532,-4.314640,0.478084,93.279602,3.154960,1.706223,2.414432
79,0.329000,0.622254,0.195232,0.037634,2.763616,1.977695,-2.855531,-4.381601,0.469851,93.201088,3.154886,1.706271,2.414397
80,0.333000,0.608444,0.207912,0.037107,2.763616,1.977687,-2.855541,-4.322371,0.420578,93.129402,3.154581,1.706355,2.414341
81,0.338000,0.628047,0.207599,0.034844,2.763613,1.977693,-2.855524,-4.169445,0.591461,93.327866,3.154912,1.705963,2.414796
82,0.342000,0.621091,0.202899,0.024099,2.763628,1.977709,-2.855551,-4.310713,0.506614,93.240593,3.154593,1.706245,2.414748
83,0.346000,0.614898,0.196022,0.032366,2.763621,1.977703,-2.855534,-4.299487,0.458979,93.152184,3.154474,1.706377,2.414618
84,0.350000,0.647616,0.213767,0.045056,2.763630,1.977706,-2.855526,-4.150877,0.510825,93.145531,3.154644,1.706309,2.414709
85,0.354000,0.632467,0.209932,0.046574,2.763624,1.977692,-2.855533,-4.220165,0.500780,93.175400,3.154381,1.706345,2.414837
86,0.358000,0.634198,0.213419,0.042551,2.763624,1.977697,-2.855537,-4.199053,0.486556,93.167870,3.154383,1.706382,2.414918
87,0.363000,0.602961,0.219410,0.031902,2.763620,1.977688,-2.855557,-4.337923,0.497773,93.147247,3.154285,1.706357,2.414960
88,0.367000,0.634551,0.222898,0.039528,2.763627,1.977703,-2.855549,-4.036424,0.366046,93.137344,3.154360,1.706452,2.415159
89,0.371000,0.627178,0.210353,0.046777,2.763627,1.977705,-2.855546,-4.403219,0.415988,93.106064,3.154173,1.706412,2.415071
90,0.375000,0.622139,0.209605,0.044556,2.763623,1.977695,-2.855546,-4.560679,0.367344,93.066414,3.154278,1.706565,2.415076
91,0.379000,0.634490,0.209928,0.038438,2.763625,1.977708,-2.855550,-4.716127,0.533665,93.110207,3.154201,1.706459,2.415148
92,0.383000,0.724293,0.181177,0.046946,2.763611,1.977742,-2.855536,-5.042385,0.578296,93.331146,3.154119,1.706364,2.415790
93,0.388000,0.630773,0.209729,0.043443,2.763615,1.977700,-2.855532,-5.164222,0.655743,93.495384,3.154155,1.706192,2.416210
94,0.392000,0.601202,0.209702,0.037985,2.763620,1.977692,-2.855533,-5.167685,0.781898,93.560501,3.154081,1.706016,2.416423
95,0.396000,0.614246,0.208006,0.044925,2.763623,1.977685,-2.855531,-5.154574,0.808787,93.588226,3.154053,1.706012,2.416540
96,0.400000,0.633526,0.207779,0.039195,2.763621,1.977691,-2.855539,-5.111512,0.733056,93.519997,3.154028,1.706091,2.416501
97,0.404000,0.640730,0.210290,0.040027,2.763621,1.977702,-2.855537,-4.989633,0.604439,93.488205,3.154015,1.706243,2.416465
98,0.408000,0.632684,0.208111,0.043710,2.763625,1.977700,-2.855537,-4.864628,0.546703,93.397003,3.153933,1.706317,2.416352
99,0.413000,0.607085,0.209531,0.025302,2.763637,1.977716,-2.855547,-4.692525,0.539368,93.404778,3.153880,1.706334,2.416383
100,0.417000,0.635988,0.219582,0.044396,2.763622,1.977697,-2.855529,-4.732701,0.559778,93.403481,3.153822,1.706367,2.416460
101,0.421000,0.631049,0.215197,0.044232,2.763617,1.977693,-2.855529,-4.717078,0.614804,93.384048,3.153764,1.706292,2.416502
102,0.425000,0.636586,0.209367,0.038360,2.763613,1.977686,-2.855531,-4.708514,0.608465,93.365311,3.153756,1.706337,2.416501
103,0.429000,0.636359,0.222419,0.047335,2.763617,1.977683,-2.855531,-4.729498,0.619887,93.357445,3.153695,1.706378,2.416534
104,0.433000,0.645848,0.212500,0.041331,2.763619,1.977703,-2.855534,-4.786443,0.645817,93.346764,3.153651,1.706366,2.416559
105,0.438000,0.619285,0.203820,0.039271,2.763614,1.977693,-2.855543,-4.796500,0.554735,93.314148,3.153692,1.706531,2.416543
106,0.442000,0.631959,0.213549,0.043698,2.763622,1.977698,-2.855542,-4.820332,0.518226,93.305885,3.153645,1.706592,2.416542
107,0.446000,0.618224,0.215613,0.038254,2.763627,1.977696,-2.855539,-4.683275,0.597202,93.422935,3.153628,1.706337,2.416827
108,0.450000,0.641556,0.221984,0.047064,2.763621,1.977696,-2.855538,-4.742779,0.647896,93.592606,3.153751,1.706165,2.417228
109,0.454000,0.656259,0.215446,0.037763,2.763620,1.977698,-2.855522,-4.851046,0.818571,93.772362,3.153727,1.705881,2.417632
110,0.458000,0.628905,0.210832,0.043437,2.763623,1.977689,-2.855526,-4.944169,0.892858,93.861885,3.153732,1.705732,2.417862
111,0.463000,0.642246,0.203378,0.038040,2.763620,1.977689,-2.855522,-4.994541,0.909690,93.897614,3.153699,1.705731,2.417950
112,0.467000,0.637238,0.197423,0.029579,2.763608,1.977686,-2.855529,-5.009663,0.872280,93.883270,3.153634,1.705726,2.417965
113,0.471000,0.636474,0.203087,0.038140,2.763612,1.977685,-2.855538,-5.033774,0.857003,93.878143,3.153587,1.705813,2.417989
114,0.475000,0.642380,0.210915,0.041869,2.763627,1.977685,-2.855537,-5.035632,0.843321,93.864059,3.153544,1.705829,2.418020
115,0.479000,0.627848,0.192591,0.040031,2.763618,1.977706,-2.855535,-5.023334,0.858376,93.883827,3.153485,1.705815,2.418097
116,0.483000,0.604046,0.225555,0.038377,2.763628,1.977708,-2.855538,-4.982883,0.977129,93.915009,3.153338,1.705644,2.418211
117,0.488000,0.620503,0.229384,0.043761,2.763628,1.977710,-2.855549,-4.982998,0.912161,93.932007,3.153405,1.705762,2.418303
118,0.492000,0.596238,0.243582,0.039879,2.763622,1.977702,-2.855546,-4.975523,0.874678,93.932243,3.153427,1.705790,2.418352
119,0.496000,0.606953,0.235798,0.039078,2.763641,1.977714,-2.855544,-4.637797,0.850435,94.019768,3.153452,1.705724,2.418578
120,0.500000,0.599699,0.223896,0.044792,2.763627,1.977693,-2.855534,-4.761357,0.773244,93.871971,3.153253,1.706110,2.418382
121,0.504000,0.607411,0.219882,0.039298,2.763619,1.977697,-2.855542,-4.438195,0.715494,93.835930,3.153310,1.706080,2.418324
122,0.508000,0.625538,0.216370,0.043842,2.763623,1.977683,-2.855534,-4.689269,0.596702,93.490807,3.153011,1.706491,2.417670
123,0.513000,0.617867,0.211401,0.044744,2.763620,1.977691,-2.855532,-4.798949,0.500853,93.357422,3.152990,1.706734,2.417418
124,0.517000,0.618492,0.210471,0.040234,2.763621,1.977690,-2.855546,-4.803559,0.427577,93.305107,3.153076,1.706976,2.417335
125,0.521000,0.632690,0.208078,0.047911,2.763632,1.977691,-2.855538,-4.811289,0.406263,93.442520,3.153100,1.707063,2.417655
126,0.525000,0.614779,0.206264,0.025486,2.763622,1.977688,-2.855538,-4.799813,0.535488,93.448830,3.152936,1.706814,2.417730
127,0.529000,0.631143,0.194437,0.033510,2.763623,1.977694,-2.855529,-4.753700,0.439310,93.493019,3.152989,1.707111,2.417873
128,0.533000,0.636795,0.205671,0.042575,2.763623,1.977691,-2.855536,-4.742476,0.410147,93.441109,3.152955,1.707130,2.417835
129,0.538000,0.630281,0.203349,0.037112,2.763615,1.977690,-2.855527,-4.683357,0.394190,93.433037,3.152905,1.707214,2.417861
130,0.542000,0.626424,0.204800,0.038382,2.763614,1.977695,-2.855536,-4.595851,0.375463,93.466423,3.152894,1.707316,2.417982
131,0.546000,0.596525,0.212150,0.038480,2.763623,1.977705,-2.855541,-4.509192,0.374266,93.362465,3.152811,1.707309,2.417854
132,0.550000,0.592427,0.213596,0.039760,2.763632,1.977703,-2.855557,-4.495550,0.348526,93.435890,3.152754,1.707344,2.418076
133,0.554000,0.637280,0.228809,0.045884,2.763627,1.977705,-2.855541,-4.539817,0.424869,93.604836,3.152701,1.707261,2.418398
134,0.558000,0.623156,0.219172,0.048485,2.763633,1.977696,-2.855538,-4.559238,0.485858,93.555809,3.152635,1.707158,2.418380
135,0.563000,0.623681,0.208971,0.039489,2.763621,1.977710,-2.855540,-4.610479,0.490794,93.674049,3.152614,1.707245,2.418633
136,0.567000,0.645645,0.204875,0.043271,2.763611,1.977685,-2.855525,-4.704803,0.484963,93.789375,3.152565,1.707293,2.418928
137,0.571000,0.621028,0.207642,0.040849,2.763613,1.977677,-2.855522,-4.808344,0.609613,94.019218,3.152524,1.707110,2.419451
138,0.575000,0.599153,0.203050,0.028256,2.763602,1.977669,-2.855523,-4.968887,0.858541,94.395363,3.152391,1.706687,2.420327
139,0.579000,0.618384,0.198841,0.030085,2.763619,1.977678,-2.855536,-4.999010,0.888598,94.533157,3.152457,1.706594,2.420658
140,0.583000,0.631022,0.196202,0.041101,2.763620,1.977701,-2.855530,-4.989571,0.966462,94.540894,3.152346,1.706542,2.420761
141,0.588000,0.662135,0.208667,0.044783,2.763628,1.977700,-2.855542,-4.949060,1.075092,94.487656,3.152079,1.706467,2.420780
142,0.592000,0.636228,0.214433,0.045850,2.763621,1.977712,-2.855543,-4.935035,1.162051,94.442230,3.151875,1.706436,2.420786
143,0.596000,0.624516,0.224064,0.040644,2.763607,1.977709,-2.855540,-4.932079,1.290838,94.394043,3.151677,1.706384,2.420853
144,0.600000,0.617009,0.229535,0.040628,2.763624,1.977704,-2.855537,-4.929796,1.375964,94.331909,3.151558,1.706432,2.420860
145,0.604000,0.638443,0.219530,0.042393,2.763615,1.977695,-2.855535,-4.891453,1.408624,94.301056,3.151513,1.706496,2.420917
146,0.608000,0.633141,0.218403,0.040888,2.763624,1.977700,-2.855526,-4.845006,1.403276,94.254913,3.151519,1.706597,2.420944
147,0.613000,0.632363,0.204268,0.031532,2.763619,1.977697,-2.855532,-4.768180,1.319139,94.273697,3.151624,1.706686,2.420989
148,0.617000,0.628677,0.199075,0.039979,2.763617,1.977695,-2.855531,-4.813728,1.333289,94.190826,3.151577,1.706785,2.420979
149,0.621000,0.633330,0.189381,0.042405,2.763619,1.977700,-2.855523,-4.818606,1.396353,94.157913,3.151514,1.706867,2.421044
150,0.625000,0.648944,0.203367,0.043458,2.763615,1.977687,-2.855519,-4.805613,1.355385,94.127533,3.151543,1.706971,2.421094
151,0.629000,0.629017,0.206194,0.045652,2.763613,1.977686,-2.855521,-4.786939,1.258686,93.967346,3.151681,1.707178,2.420835
152,0.633000,0.635765,0.214261,0.040842,2.763619,1.977692,-2.855523,-4.905445,1.306275,93.997177,3.151704,1.707082,2.420913
153,0.638000,0.633946,0.206759,0.020188,2.763638,1.977715,-2.855542,-5.074414,1.498721,93.990791,3.151520,1.706877,2.421066
154,0.642000,0.607975,0.193416,0.036316,2.763617,1.977684,-2.855536,-5.132983,1.517146,93.964203,3.151490,1.706888,2.421108
155,0.646000,0.620033,0.199481,0.038164,2.763623,1.977681,-2.855530,-5.092323,1.467858,93.990578,3.151472,1.707040,2.421292
156,0.650000,0.623856,0.190707,0.035985,2.763619,1.977681,-2.855532,-5.030781,1.292110,93.880661,3.151719,1.707429,2.421175
157,0.654000,0.602833,0.192126,0.037997,2.763617,1.977685,-2.855544,-4.972605,1.163293,93.827843,3.151915,1.707676,2.421159
158,0.658000,0.636053,0.215426,0.041590,2.763617,1.977693,-2.855541,-4.976781,1.205827,93.816467,3.151887,1.707702,2.421206
159,0.663000,0.733489,0.189544,0.048452,2.763614,1.977742,-2.855547,-5.059443,1.199019,93.822144,3.151862,1.707730,2.421269
160,0.667000,0.726252,0.167313,0.048276,2.763603,1.977759,-2.855546,-5.068099,1.162951,93.830788,3.151934,1.707797,2.421360
161,0.671000,0.607838,0.206588,0.034479,2.763605,1.977696,-2.855542,-5.057412,1.201399,93.817947,3.151853,1.707791,2.421387
162,0.675000,0.595073,0.216594,0.037733,2.763614,1.977697,-2.855547,-5.019783,1.149858,93.800011,3.151875,1.707875,2.421451
163,0.679000,0.606560,0.214748,0.037166,2.763618,1.977695,-2.855539,-4.992026,1.185398,93.793114,3.151839,1.707894,2.421508
164,0.683000,0.613739,0.208082,0.029571,2.763621,1.977693,-2.855537,-5.037386,1.211850,93.773796,3.151825,1.707931,2.421550
165,0.688000,0.616319,0.208223,0.025788,2.763631,1.977713,-2.855554,-5.054903,1.177022,93.780716,3.151819,1.708019,2.421643
166,0.692000,0.577832,0.234412,0.032548,2.763609,1.977680,-2.855545,-5.053915,1.227094,93.792137,3.151747,1.708010,2.421716
167,0.696000,0.621995,0.214732,0.042580,2.763613,1.977685,-2.855532,-4.957559,1.072989,93.711182,3.151646,1.708276,2.421717
168,0.700000,0.628717,0.213706,0.042232,2.763619,1.977693,-2.855539,-4.798309,0.863048,93.652863,3.151785,1.708554,2.421621
169,0.704000,0.634318,0.219266,0.047162,2.763616,1.977704,-2.855533,-4.439198,0.708473,93.658119,3.151774,1.708705,2.421582
170,0.708000,0.633101,0.222166,0.046144,2.763618,1.977696,-2.855544,-4.508078,0.667141,93.490929,3.151727,1.708894,2.421384
171,0.713000,0.621803,0.215151,0.046091,2.763620,1.977694,-2.855533,-4.420246,0.603441,93.284904,3.151754,1.709093,2.421042
172,0.717000,0.607870,0.213563,0.040867,2.763611,1.977691,-2.855538,-4.317450,0.595056,93.177750,3.151796,1.709229,2.420854
173,0.721000,0.636301,0.209225,0.046912,2.763619,1.977689,-2.855526,-3.846291,0.558332,93.239960,3.151872,1.709250,2.421092
174,0.725000,0.642422,0.209293,0.038196,2.763618,1.977692,-2.855531,-4.037374,0.542677,93.117920,3.151683,1.709354,2.420898
175,0.729000,0.648901,0.202770,0.036033,2.763632,1.977696,-2.855528,-4.240428,0.632669,93.105164,3.151644,1.709368,2.420941
176,0.733000,0.627928,0.215230,0.035978,2.763618,1.977696,-2.855537,-4.381466,0.688695,93.054199,3.151640,1.709383,2.420948
177,0.738000,0.632692,0.215931,0.037903,2.763624,1.977713,-2.855523,-4.390787,0.748335,93.060318,3.151594,1.709374,2.421045
178,0.742000,0.655029,0.222946,0.047201,2.763618,1.977706,-2.855520,-4.398262,0.737342,93.057457,3.151616,1.709446,2.421101
179,0.746000,0.622201,0.216996,0.039072,2.763622,1.977703,-2.855538,-4.403376,0.735974,93.097603,3.151642,1.709435,2.421242
180,0.750000,0.635893,0.217188,0.041525,2.763621,1.977703,-2.855531,-4.344158,0.704206,93.010117,3.151730,1.709587,2.421135
181,0.754000,0.625398,0.203057,0.036070,2.763615,1.977700,-2.855527,-4.312306,0.677934,93.008888,3.151731,1.709629,2.421196
182,0.758000,0.628198,0.198553,0.042437,2.763624,1.977701,-2.855533,-4.307989,0.712655,93.040306,3.151610,1.709551,2.421329
183,0.763000,0.630865,0.214330,0.046555,2.763625,1.977691,-2.855534,-4.250513,0.698507,93.047470,3.151727,1.709628,2.421396
184,0.767000,0.619355,0.210368,0.044417,2.763618,1.977686,-2.855523,-4.202554,0.687484,93.067741,3.151764,1.709661,2.421502
185,0.771000,0.637082,0.210706,0.044205,2.763617,1.977693,-2.855528,-4.375058,0.658001,93.309715,3.151693,1.709596,2.422154
186,0.775000,0.628945,0.209299,0.040615,2.763618,1.977698,-2.855536,-4.483976,0.856931,93.651146,3.151850,1.709042,2.422892
187,0.779000,0.631245,0.222586,0.048976,2.763628,1.977703,-2.855536,-4.488735,1.023420,93.820938,3.151818,1.708945,2.423249
188,0.783000,0.616951,0.216396,0.041708,2.763627,1.977705,-2.855545,-4.518542,0.916744,93.767616,3.151874,1.709049,2.423279
