Format Version,1.23,Take Name,experiment_001,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2025-05-08 12.05.58.852 ,Capture Start Frame,1945107,Total Frames in Take,12046,Total Exported Frames,12046,Rotation Type,XZY,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
13,0.054000,0.446900,0.180856,0.013153,2.764055,1.977393,-2.855974,-4.367365,-4.210863,66.637657,2.122303,1.647607,-1.085982
14,0.058000,0.438707,0.180936,0.010938,2.764045,1.977390,-2.855976,-4.444731,-4.267719,66.533531,2.122560,1.647781,-1.085664
15,0.063000,0.437903,0.183037,0.015760,2.764041,1.977368,-2.855969,-4.555474,-4.352867,66.458694,2.122863,1.647990,-1.085358
16,0.067000,0.443597,0.168066,0.016264,2.764044,1.977376,-2.855968,-4.583971,-4.400314,66.277237,2.123195,1.648185,-1.085091
17,0.071000,0.433112,0.176085,0.013268,2.764035,1.977367,-2.855970,-4.591507,-4.461644,66.106079,2.123590,1.648490,-1.084790
18,0.075000,0.435261,0.174406,0.002672,2.764048,1.977392,-2.855976,-4.560878,-4.461926,65.963936,2.123889,1.648784,-1.084378
19,0.079000,0.428916,0.151239,0.003438,2.764044,1.977389,-2.855982,-4.518236,-4.462929,65.943588,2.124114,1.648997,-1.083899
20,0.083000,0.413189,0.150121,0.003263,2.764037,1.977392,-2.855980,-4.183533,-4.342453,65.877411,2.124295,1.649202,-1.083216
21,0.088000,0.419918,0.157975,0.003543,2.764029,1.977373,-2.855972,-4.112214,-4.405843,65.717484,2.124715,1.649492,-1.082881
22,0.092000,0.426429,0.166429,0.000091,2.764042,1.977375,-2.855974,-4.117815,-4.486238,65.530495,2.125122,1.649725,-1.082644
23,0.096000,0.431722,0.170642,0.006877,2.764030,1.977370,-2.855969,-4.134906,-4.529050,65.317223,2.125563,1.649884,-1.082409
24,0.100000,0.441300,0.179274,0.006049,2.764026,1.977368,-2.855961,-4.134795,-4.564429,65.105003,2.125980,1.650078,-1.082156
25,0.104000,0.444842,0.174134,0.012888,2.764036,1.977385,-2.855966,-4.169888,-4.531549,64.860168,2.126360,1.650219,-1.081959
26,0.108000,0.452945,0.166998,0.007719,2.764040,1.977397,-2.855965,-4.053831,-4.459750,64.441719,2.126823,1.650284,-1.082087
27,0.113000,0.421654,0.193344,0.004468,2.764056,1.977408,-2.855971,-3.977684,-4.480380,64.236488,2.127173,1.650618,-1.081836
28,0.117000,0.417999,0.173354,-0.002300,2.764050,1.977395,-2.855964,-3.996964,-4.473378,64.109253,2.127555,1.650830,-1.081462
29,0.121000,0.436544,0.172997,0.003309,2.764056,1.977392,-2.855964,-4.141386,-4.449101,63.785191,2.128026,1.650802,-1.081494
30,0.125000,0.438548,0.184425,0.008159,2.764047,1.977378,-2.855971,-4.222602,-4.519429,63.427185,2.128635,1.650964,-1.081600
31,0.129000,0.441122,0.166086,0.004813,2.764037,1.977373,-2.855970,-4.386662,-4.553758,63.222759,2.129011,1.651140,-1.081514
32,0.133000,0.437439,0.181176,0.004872,2.764037,1.977396,-2.855980,-4.388621,-4.451761,63.073334,2.129262,1.651271,-1.081203
33,0.138000,0.435512,0.162198,-0.001427,2.764044,1.977387,-2.855965,-4.134765,-4.253819,62.865944,2.129469,1.651452,-1.080820
34,0.142000,0.439882,0.160754,0.003843,2.764033,1.977373,-2.855949,-4.035297,-4.154349,62.710117,2.129675,1.651598,-1.080423
35,0.146000,0.449086,0.160447,0.003982,2.764049,1.977391,-2.855958,-3.867851,-4.000572,62.601170,2.129916,1.651794,-1.080041
36,0.150000,0.431945,0.164652,0.005628,2.764050,1.977400,-2.855965,-3.742379,-3.837455,62.514366,2.130130,1.651945,-1.079611
37,0.154000,0.437448,0.174756,0.002603,2.764058,1.977400,-2.855968,-3.727862,-3.713310,62.465946,2.130388,1.652038,-1.079236
38,0.158000,0.425909,0.183951,0.003486,2.764040,1.977391,-2.855964,-3.696072,-3.662529,62.369080,2.130631,1.652189,-1.078884
39,0.163000,0.432847,0.177714,0.000943,2.764050,1.977386,-2.855975,-3.695774,-3.628634,62.242451,2.130832,1.652344,-1.078558
40,0.167000,0.429421,0.177451,0.007350,2.764054,1.977381,-2.855983,-3.661390,-3.591200,62.120605,2.131004,1.652572,-1.078273
41,0.171000,0.437005,0.178551,0.006459,2.764051,1.977375,-2.855983,-3.669149,-3.524160,62.086433,2.131099,1.652740,-1.077927
42,0.175000,0.455025,0.162456,0.001488,2.764045,1.977372,-2.855970,-3.785659,-3.411556,62.191776,2.130999,1.652733,-1.077438
43,0.179000,0.441354,0.163390,0.002246,2.764041,1.977380,-2.855962,-3.841885,-3.311375,62.271381,2.130994,1.652810,-1.076993
44,0.183000,0.424673,0.165356,0.005090,2.764044,1.977375,-2.855957,-3.742026,-3.224349,62.236950,2.131111,1.653020,-1.076579
45,0.188000,0.435034,0.159250,0.007011,2.764043,1.977380,-2.855962,-3.658360,-3.129819,62.185375,2.131229,1.653186,-1.076189
46,0.192000,0.435929,0.165083,0.015046,2.764037,1.977384,-2.855956,-3.762961,-3.079067,62.332848,2.131286,1.653214,-1.075594
47,0.196000,0.443914,0.183616,0.012138,2.764040,1.977394,-2.855963,-3.754939,-3.068329,62.370323,2.131393,1.653325,-1.075096
48,0.200000,0.430875,0.199075,0.015494,2.764045,1.977389,-2.855979,-3.596307,-2.940805,62.319508,2.131484,1.653434,-1.074564
49,0.204000,0.449031,0.185415,0.010166,2.764043,1.977381,-2.855975,-3.426910,-2.812204,62.285137,2.131534,1.653562,-1.074100
50,0.208000,0.455073,0.171241,0.007013,2.764035,1.977369,-2.855974,-3.337342,-2.727233,62.294685,2.131535,1.653694,-1.073674
51,0.213000,0.450795,0.163135,0.001515,2.764032,1.977373,-2.855960,-3.301702,-2.642502,62.297871,2.131576,1.653813,-1.073271
52,0.217000,0.421756,0.167378,0.005779,2.764039,1.977388,-2.855968,-3.237149,-2.487869,62.351406,2.131437,1.653849,-1.072800
53,0.221000,0.414751,0.159979,0.000324,2.764039,1.977386,-2.855962,-3.290988,-2.442553,62.406647,2.131354,1.653899,-1.072389
54,0.225000,0.423395,0.152630,-0.000828,2.764038,1.977391,-2.855958,-3.353981,-2.364520,62.464996,2.131278,1.653921,-1.071983
55,0.229000,0.417436,0.154082,0.007619,2.764034,1.977370,-2.855955,-3.371520,-2.291851,62.506004,2.131249,1.653942,-1.071607
56,0.233000,0.434411,0.159565,0.008175,2.764038,1.977377,-2.855957,-3.410658,-2.253938,62.514153,2.131278,1.653972,-1.071313
57,0.238000,0.431824,0.154261,0.007916,2.764041,1.977377,-2.855969,-3.489156,-2.265354,62.490547,2.131378,1.654038,-1.071076
58,0.242000,0.435065,0.153124,0.005394,2.764048,1.977377,-2.855971,-3.541999,-2.264283,62.453796,2.131470,1.654089,-1.070829
59,0.246000,0.429706,0.163264,0.006262,2.764042,1.977374,-2.855967,-3.580395,-2.254938,62.415054,2.131561,1.654121,-1.070544
60,0.250000,0.432726,0.169559,0.006700,2.764051,1.977390,-2.855971,-3.570449,-2.255451,62.316952,2.131672,1.654240,-1.070273
61,0.254000,0.437172,0.164531,0.004897,2.764049,1.977388,-2.855969,-3.536119,-2.265259,62.175846,2.131784,1.654337,-1.070053
62,0.258000,0.430677,0.170337,0.002812,2.764044,1.977389,-2.855967,-3.503201,-2.280313,62.036110,2.131900,1.654471,-1.069790
63,0.263000,0.431263,0.173074,0.004688,2.764040,1.977380,-2.855967,-3.484200,-2.263982,61.872654,2.131985,1.654562,-1.069569
64,0.267000,0.441589,0.176105,0.007781,2.764042,1.977379,-2.855975,-3.556339,-2.317784,61.767506,2.132080,1.654669,-1.069405
65,0.271000,0.436643,0.184349,0.007968,2.764038,1.977380,-2.855972,-3.542852,-2.227086,61.667332,2.132187,1.654756,-1.069223
66,0.275000,0.431945,0.175751,0.008390,2.764050,1.977381,-2.855968,-3.521816,-2.119357,61.648846,2.132265,1.654812,-1.068972
67,0.279000,0.439229,0.166708,0.005122,2.764044,1.977383,-2.855977,-3.498273,-2.008265,61.565720,2.132383,1.654892,-1.068718
68,0.283000,0.413077,0.166440,0.009503,2.764048,1.977382,-2.855975,-3.481275,-1.955070,61.374245,2.132548,1.655016,-1.068555
69,0.288000,0.421906,0.174217,0.012601,2.764045,1.977391,-2.855971,-3.443938,-1.891500,61.223774,2.132628,1.655154,-1.068344
70,0.292000,0.424269,0.190999,0.009634,2.764047,1.977389,-2.855960,-3.599462,-1.834022,61.125263,2.132674,1.655282,-1.068175
71,0.296000,0.454074,0.187192,0.009915,2.764041,1.977395,-2.855965,-3.643824,-1.803593,61.048573,2.132743,1.655426,-1.067954
72,0.300000,0.454655,0.190327,0.008698,2.764042,1.977387,-2.855967,-3.644091,-1.802551,60.936539,2.132863,1.655564,-1.067756
73,0.304000,0.453726,0.176559,0.014128,2.764036,1.977369,-2.855965,-3.587159,-1.815775,60.634403,2.133248,1.655810,-1.067704
74,0.308000,0.452390,0.169798,0.012292,2.764045,1.977389,-2.855974,-3.494866,-1.780020,60.410477,2.133550,1.656003,-1.067550
75,0.313000,0.433553,0.177974,0.013245,2.764035,1.977365,-2.855969,-3.254438,-1.635671,60.080524,2.133915,1.656280,-1.067469
76,0.317000,0.443510,0.179418,0.013636,2.764041,1.977369,-2.855969,-3.216912,-1.609766,59.897678,2.134281,1.656582,-1.067310
77,0.321000,0.441639,0.179133,0.003043,2.764039,1.977376,-2.855965,-3.099823,-1.450932,59.710163,2.134520,1.656664,-1.067080
78,0.325000,0.425177,0.176163,0.002479,2.764047,1.977395,-2.855974,-2.947106,-1.254775,59.463661,2.134750,1.656869,-1.066859
79,0.329000,0.425094,0.172542,-0.001414,2.764043,1.977382,-2.855967,-2.834369,-1.109031,59.299942,2.134918,1.657020,-1.066680
80,0.333000,0.429351,0.154218,-0.000633,2.764043,1.977384,-2.855961,-2.792174,-1.005333,59.167900,2.135088,1.657165,-1.066483
81,0.338000,0.422240,0.142454,0.005969,2.764035,1.977369,-2.855956,-2.745343,-0.889447,59.061028,2.135232,1.657269,-1.066234
82,0.342000,0.437940,0.141117,0.001629,2.764033,1.977364,-2.855949,-2.697989,-0.802422,58.943302,2.135407,1.657422,-1.066008
83,0.346000,0.447486,0.155468,0.003240,2.764047,1.977376,-2.855958,-2.570213,-0.692694,58.820320,2.135559,1.657600,-1.065681
84,0.350000,0.433988,0.155625,0.005812,2.764036,1.977389,-2.855960,-2.458351,-0.602188,58.721546,2.135691,1.657715,-1.065349
85,0.354000,0.406614,0.152964,0.001617,2.764044,1.977379,-2.855970,-2.483220,-0.524521,58.663342,2.135785,1.657783,-1.065092
86,0.358000,0.420795,0.171188,0.002214,2.764048,1.977396,-2.855968,-2.517344,-0.470426,58.598495,2.135870,1.657889,-1.064894
87,0.363000,0.416145,0.183578,0.007091,2.764047,1.977392,-2.855969,-2.592487,-0.396147,58.579815,2.135924,1.657891,-1.064615
88,0.367000,0.422477,0.196489,0.020123,2.764051,1.977389,-2.855973,-2.608069,-0.308636,58.533669,2.135994,1.657922,-1.064324
89,0.371000,0.446130,0.192568,0.019957,2.764044,1.977391,-2.855978,-2.640143,-0.314649,58.467163,2.136110,1.658063,-1.064099
90,0.375000,0.450710,0.194877,0.010803,2.764034,1.977374,-2.855968,-2.595280,-0.226922,58.418781,2.136152,1.658153,-1.063850
91,0.379000,0.449089,0.189386,0.011979,2.764043,1.977376,-2.855974,-2.506725,-0.187791,58.353168,2.136225,1.658307,-1.063588
92,0.383000,0.452363,0.183606,0.008611,2.764048,1.977377,-2.855974,-2.425560,-0.140755,58.296886,2.136245,1.658399,-1.063326
93,0.388000,0.456535,0.177198,0.003192,2.764041,1.977378,-2.855972,-2.333649,-0.163894,58.214275,2.136388,1.658584,-1.063073
94,0.392000,0.446253,0.172036,0.006837,2.764035,1.977369,-2.855966,-2.305690,-0.184310,58.165489,2.136445,1.658748,-1.062828
95,0.396000,0.450901,0.166889,0.001072,2.764039,1.977381,-2.855965,-2.363782,-0.275366,58.203518,2.136469,1.658883,-1.062513
96,0.400000,0.431927,0.157346,0.003570,2.764040,1.977383,-2.855970,-2.496897,-0.395494,58.193668,2.136530,1.659040,-1.062330
97,0.404000,0.413795,0.168063,0.006040,2.764042,1.977377,-2.855970,-2.619343,-0.501027,58.231289,2.136540,1.659192,-1.062093
98,0.408000,0.426943,0.156521,0.006394,2.764042,1.977372,-2.855964,-2.606894,-0.525783,58.264576,2.136527,1.659363,-1.061751
99,0.413000,0.437834,0.160218,0.003136,2.764032,1.977374,-2.855962,-2.478447,-0.499454,58.242466,2.136519,1.659582,-1.061402
100,0.417000,0.431186,0.155754,0.005367,2.764033,1.977370,-2.855966,-2.361453,-0.492689,58.206116,2.136545,1.659801,-1.061099
101,0.421000,0.437398,0.166139,0.002634,2.764045,1.977378,-2.855972,-2.298491,-0.498516,58.179852,2.136587,1.660015,-1.060802
102,0.425000,0.455933,0.160089,-0.000768,2.764039,1.977381,-2.855968,-2.368402,-0.619562,58.141735,2.136700,1.660187,-1.060541
103,0.429000,0.435300,0.166690,0.001410,2.764039,1.977382,-2.855963,-2.615916,-0.810128,58.189331,2.136868,1.660413,-1.060349
104,0.433000,0.430522,0.158380,-0.000671,2.764045,1.977387,-2.855962,-2.000533,-0.330048,58.270634,2.136656,1.660549,-1.059602
105,0.438000,0.428163,0.149636,-0.002665,2.764043,1.977400,-2.855967,-1.689826,-0.125940,58.280201,2.136629,1.660714,-1.059086
106,0.442000,0.431360,0.152847,-0.001693,2.764050,1.977406,-2.855974,-1.457292,-0.015791,58.304314,2.136715,1.660844,-1.058512
107,0.446000,0.423219,0.148907,0.005134,2.764044,1.977393,-2.855972,-1.488108,-0.035357,58.261597,2.136850,1.660917,-1.058243
108,0.450000,0.426148,0.165447,0.009493,2.764048,1.977393,-2.855968,-1.616586,-0.151747,58.232090,2.137108,1.661047,-1.058032
109,0.454000,0.433017,0.163952,0.011997,2.764050,1.977383,-2.855967,-1.777543,-0.257161,58.176006,2.137327,1.661155,-1.057934
110,0.458000,0.435570,0.170893,0.016457,2.764038,1.977384,-2.855958,-2.050824,-0.472609,58.083199,2.137439,1.661350,-1.057963
111,0.463000,0.435671,0.176446,0.007986,2.764042,1.977397,-2.855965,-2.238227,-0.447374,58.004406,2.137613,1.661330,-1.057855
112,0.467000,0.421772,0.176091,0.006384,2.764043,1.977382,-2.855969,-2.266199,-0.298484,57.985149,2.137776,1.661222,-1.057561
113,0.471000,0.440722,0.160100,0.005875,2.764046,1.977387,-2.855967,-2.312757,-0.247257,57.960651,2.137964,1.661233,-1.057287
114,0.475000,0.431349,0.170955,0.010942,2.764052,1.977400,-2.855976,-2.371579,-0.206746,57.937443,2.138099,1.661209,-1.057050
115,0.479000,0.445472,0.166328,0.007333,2.764042,1.977389,-2.855969,-2.453267,-0.177539,57.917492,2.138207,1.661180,-1.056815
116,0.483000,0.429974,0.181648,0.017861,2.764034,1.977365,-2.855970,-2.238180,-0.224899,57.680920,2.138633,1.661309,-1.056707
117,0.488000,0.433032,0.184244,0.020739,2.764042,1.977375,-2.855971,-2.191497,-0.278361,57.503452,2.138957,1.661457,-1.056569
118,0.492000,0.440210,0.173962,0.011553,2.764041,1.977375,-2.855965,-2.236360,-0.290464,57.443420,2.139114,1.661511,-1.056340
119,0.496000,0.430622,0.173439,0.000781,2.764045,1.977380,-2.855968,-2.267142,-0.282310,57.448990,2.139158,1.661579,-1.056058
120,0.500000,0.439600,0.149430,0.006895,2.764033,1.977371,-2.855956,-2.302782,-0.299022,57.430344,2.139230,1.661641,-1.055791
121,0.504000,0.414734,0.161866,0.001811,2.764029,1.977377,-2.855957,-2.263245,-0.296184,57.374035,2.139375,1.661731,-1.055538
122,0.508000,0.420717,0.165059,0.006072,2.764038,1.977384,-2.855953,-2.211411,-0.301895,57.315178,2.139557,1.661873,-1.055295
123,0.513000,0.427687,0.172748,0.009925,2.764032,1.977372,-2.855965,-2.143209,-0.380477,57.203041,2.139755,1.662007,-1.055054
124,0.517000,0.433925,0.176420,0.006299,2.764051,1.977384,-2.855972,-2.164380,-0.463983,57.187775,2.139948,1.662180,-1.054794
125,0.521000,0.437855,0.167108,0.005783,2.764034,1.977381,-2.855967,-2.156856,-0.468944,57.215916,2.140108,1.662312,-1.054536
126,0.525000,0.422246,0.172517,0.005482,2.764031,1.977397,-2.855965,-2.167656,-0.488108,57.227489,2.140231,1.662428,-1.054262
127,0.529000,0.424774,0.171477,0.008917,2.764036,1.977389,-2.855966,-2.271735,-0.542433,57.241123,2.140361,1.662482,-1.054030
128,0.533000,0.447786,0.169794,0.009760,2.764049,1.977388,-2.855976,-2.347219,-0.561855,57.241386,2.140437,1.662497,-1.053805
129,0.538000,0.448191,0.155398,0.002531,2.764045,1.977389,-2.855975,-2.402717,-0.584494,57.253403,2.140535,1.662541,-1.053564
130,0.542000,0.435793,0.160743,0.010060,2.764041,1.977386,-2.855964,-2.349785,-0.550666,57.220463,2.140630,1.662559,-1.053321
131,0.546000,0.429920,0.168832,0.007106,2.764042,1.977390,-2.855967,-2.175424,-0.397537,57.190556,2.140643,1.662528,-1.052984
132,0.550000,0.409976,0.185364,0.010678,2.764034,1.977381,-2.855971,-2.033454,-0.280689,57.173149,2.140710,1.662528,-1.052656
133,0.554000,0.424169,0.188034,0.012185,2.764049,1.977381,-2.855965,-2.068710,-0.241541,57.195679,2.140781,1.662454,-1.052379
134,0.558000,0.444995,0.170698,0.016015,2.764053,1.977382,-2.855976,-2.127685,-0.210939,57.230354,2.140827,1.662412,-1.052155
135,0.563000,0.430558,0.178099,0.010234,2.764041,1.977379,-2.855964,-2.259989,-0.234494,57.298656,2.140859,1.662377,-1.051957
136,0.567000,0.421206,0.183860,0.010882,2.764046,1.977387,-2.855974,-2.386957,-0.251166,57.375435,2.140891,1.662347,-1.051747
137,0.571000,0.417987,0.175113,0.010897,2.764048,1.977384,-2.855974,-2.544299,-0.288498,57.485394,2.140912,1.662355,-1.051520
138,0.575000,0.435885,0.181115,0.011581,2.764047,1.977400,-2.855976,-2.667677,-0.235094,57.613789,2.140879,1.662320,-1.051248
139,0.579000,0.431585,0.180995,0.003055,2.764043,1.977389,-2.855970,-2.786544,-0.065321,57.798946,2.140828,1.662221,-1.050923
140,0.583000,0.438350,0.174600,0.010205,2.764047,1.977393,-2.855968,-2.837027,0.138373,58.014282,2.140764,1.662094,-1.050509
141,0.588000,0.431209,0.175568,0.004431,2.764037,1.977374,-2.855962,-2.910775,0.271805,58.219234,2.140719,1.662004,-1.050125
142,0.592000,0.431788,0.151979,0.000159,2.764042,1.977379,-2.855959,-2.972750,0.367725,58.361919,2.140742,1.661948,-1.049839
143,0.596000,0.415191,0.154837,0.005645,2.764040,1.977379,-2.855968,-2.938353,0.272119,58.420677,2.140687,1.661933,-1.049601
144,0.600000,0.421109,0.161775,0.005263,2.764041,1.977384,-2.855965,-3.042312,0.031133,58.380768,2.140603,1.661888,-1.049428
145,0.604000,0.433492,0.160546,0.005677,2.764040,1.977387,-2.855972,-3.122916,0.036314,58.418610,2.140488,1.661844,-1.049157
146,0.608000,0.426477,0.170449,0.010382,2.764043,1.977385,-2.855975,-3.135196,0.123248,58.497082,2.140389,1.661838,-1.048949
147,0.613000,0.448830,0.167849,0.002475,2.764039,1.977380,-2.855976,-3.302201,-0.000054,58.626778,2.140272,1.661740,-1.048758
148,0.617000,0.449751,0.175660,0.005013,2.764041,1.977384,-2.855978,-3.453173,-0.007006,58.749142,2.140174,1.661674,-1.048553
149,0.621000,0.430491,0.176454,0.007390,2.764032,1.977381,-2.855962,-3.536358,-0.000151,58.826946,2.140150,1.661613,-1.048302
150,0.625000,0.441249,0.200710,0.002514,2.764031,1.977392,-2.855968,-3.619479,0.032704,58.914883,2.140086,1.661569,-1.048057
151,0.629000,0.440167,0.170214,0.007414,2.764031,1.977379,-2.855958,-3.668496,0.092701,59.010429,2.140043,1.661561,-1.047833
152,0.633000,0.421738,0.145254,0.000632,2.764030,1.977377,-2.855961,-3.767441,0.153761,59.099430,2.140004,1.661511,-1.047578
153,0.638000,0.416190,0.137898,0.005388,2.764030,1.977383,-2.855965,-3.861886,0.180885,59.206219,2.139954,1.661528,-1.047326
154,0.642000,0.424949,0.159396,-0.001933,2.764032,1.977384,-2.855965,-3.920883,0.241236,59.308624,2.139919,1.661521,-1.047077
155,0.646000,0.429758,0.160637,-0.002203,2.764033,1.977386,-2.855971,-4.014803,0.289158,59.411163,2.139872,1.661536,-1.046822
156,0.650000,0.414781,0.175102,0.002217,2.764044,1.977391,-2.855974,-4.137674,0.358055,59.586460,2.139693,1.661465,-1.046458
157,0.654000,0.440409,0.159396,0.007167,2.764041,1.977373,-2.855968,-4.255833,0.340539,59.703163,2.139562,1.661516,-1.046183
158,0.658000,0.442701,0.169079,0.007281,2.764051,1.977393,-2.855973,-4.322913,0.366664,59.777721,2.139499,1.661517,-1.045960
159,0.663000,0.420070,0.166228,0.003146,2.764043,1.977391,-2.855968,-4.427657,0.337837,59.796093,2.139522,1.661519,-1.045783
160,0.667000,0.430872,0.156851,0.008417,2.764044,1.977401,-2.855977,-4.462830,0.383895,59.803108,2.139522,1.661498,-1.045627
161,0.671000,0.440410,0.181611,0.013339,2.764045,1.977403,-2.855974,-4.603045,0.432051,59.854671,2.139500,1.661368,-1.045454
162,0.675000,0.450951,0.176460,0.014099,2.764042,1.977382,-2.855978,-4.810246,0.476124,59.892536,2.139540,1.661235,-1.045349
163,0.679000,0.452400,0.163468,0.013395,2.764043,1.977384,-2.855974,-5.107485,0.487631,59.990295,2.139627,1.661118,-1.045253
164,0.683000,0.427860,0.179030,0.009853,2.764032,1.977377,-2.855969,-5.415944,0.455727,60.035553,2.139730,1.660963,-1.045207
165,0.688000,0.427676,0.177074,-0.000173,2.764036,1.977378,-2.855962,-5.727342,0.467921,60.017071,2.139768,1.660729,-1.045248
166,0.692000,0.425896,0.161597,0.002264,2.764036,1.977380,-2.855962,-6.078772,0.450952,60.026218,2.139842,1.660515,-1.045281
167,0.696000,0.424661,0.150254,0.006687,2.764030,1.977367,-2.855958,-6.421574,0.498392,60.017971,2.139890,1.660265,-1.045341
168,0.700000,0.433441,0.160513,0.007106,2.764029,1.977367,-2.855961,-6.858963,0.522044,60.083775,2.139876,1.659948,-1.045298
169,0.704000,0.436879,0.164638,0.012928,2.764039,1.977374,-2.855963,-7.122615,0.561659,59.958633,2.140083,1.659764,-1.045493
170,0.708000,0.447382,0.154369,0.004227,2.764041,1.977372,-2.855960,-7.539952,0.510439,59.927952,2.140233,1.659568,-1.045594
171,0.713000,0.424405,0.168326,-0.000739,2.764039,1.977377,-2.855966,-8.003944,0.460532,59.899700,2.140345,1.659338,-1.045701
172,0.717000,0.425735,0.160073,-0.001309,2.764035,1.977372,-2.855968,-8.520199,0.404379,59.783730,2.140536,1.659074,-1.045810
173,0.721000,0.420105,0.165691,0.005369,2.764046,1.977382,-2.855975,-8.958199,0.391631,59.749725,2.140641,1.658824,-1.045881
174,0.725000,0.436433,0.168969,-0.006639,2.764041,1.977379,-2.855975,-9.468024,0.300602,59.751617,2.140801,1.658558,-1.045955
175,0.729000,0.448501,0.171245,0.003520,2.764048,1.977385,-2.855971,-9.904291,0.238275,59.693012,2.140966,1.658332,-1.046063
176,0.733000,0.416024,0.168709,0.004262,2.764036,1.977375,-2.855954,-10.183417,0.278295,59.586174,2.141210,1.658102,-1.046209
177,0.738000,0.424353,0.155860,0.004111,2.764044,1.977384,-2.855963,-10.432685,0.305239,59.465183,2.141454,1.657919,-1.046326
178,0.742000,0.422401,0.147216,0.011615,2.764039,1.977379,-2.855956,-10.678746,0.295583,59.318813,2.141705,1.657742,-1.046431
179,0.746000,0.418093,0.168426,0.007441,2.764037,1.977380,-2.855960,-10.952373,0.235259,59.188690,2.141927,1.657627,-1.046448
180,0.750000,0.424578,0.158192,0.005321,2.764047,1.977375,-2.855961,-11.191403,0.141490,59.028530,2.142183,1.657551,-1.046493
181,0.754000,0.439899,0.159467,-0.001744,2.764040,1.977375,-2.855960,-11.451678,0.015648,58.887775,2.142402,1.657524,-1.046484
182,0.758000,0.430228,0.162351,0.000282,2.764039,1.977382,-2.855971,-11.660311,-0.087824,58.716057,2.142618,1.657485,-1.046511
183,0.763000,0.429073,0.164790,-0.000340,2.764048,1.977377,-2.855968,-11.883104,-0.185231,58.538437,2.142853,1.657482,-1.046517
