Format Version,1.23,Take Name,experiment_003,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2025-05-08 12.08.45.730 ,Capture Start Frame,1985157,Total Frames in Take,9435,Total Exported Frames,9435,Rotation Type,XZY,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
13,0.054000,0.452114,0.181617,0.018525,2.764020,1.977454,-2.855983,-1.895323,2.929491,79.078300,3.046209,1.707868,-0.830876
14,0.058000,0.478926,0.185446,0.021687,2.764028,1.977451,-2.855987,-1.929407,2.880544,79.067337,3.046129,1.707914,-0.830812
15,0.063000,0.505481,0.189099,0.030802,2.764019,1.977481,-2.855983,-1.951800,2.866019,79.049637,3.046044,1.707906,-0.830771
16,0.067000,0.477723,0.192003,0.025876,2.764026,1.977475,-2.855990,-1.992442,2.852072,79.011482,3.045952,1.707834,-0.830753
17,0.071000,0.462434,0.191413,0.017716,2.764026,1.977451,-2.855986,-2.040541,2.837334,78.974998,3.045887,1.707768,-0.830737
18,0.075000,0.450960,0.202451,0.018304,2.764030,1.977455,-2.855990,-2.087258,2.818072,78.931572,3.045807,1.707672,-0.830742
19,0.079000,0.444598,0.187405,0.021278,2.764031,1.977453,-2.855979,-2.159352,2.792602,78.914703,3.045729,1.707618,-0.830715
20,0.083000,0.442923,0.183614,0.019790,2.764020,1.977452,-2.855977,-2.210587,2.738440,78.873428,3.045628,1.707595,-0.830710
21,0.088000,0.461873,0.174787,0.016525,2.764026,1.977459,-2.855986,-2.264827,2.704591,78.857216,3.045553,1.707539,-0.830685
22,0.092000,0.443494,0.200399,0.015937,2.764024,1.977448,-2.855993,-2.311122,2.666538,78.818542,3.045460,1.707484,-0.830667
23,0.096000,0.445224,0.197800,0.015279,2.764024,1.977446,-2.855994,-2.317844,2.607450,78.766716,3.045400,1.707514,-0.830674
24,0.100000,0.454325,0.196919,0.011741,2.764022,1.977443,-2.855997,-2.335991,2.544368,78.707726,3.045348,1.707568,-0.830692
25,0.104000,0.457373,0.200650,0.020186,2.764026,1.977456,-2.855984,-2.355466,2.498629,78.645035,3.045319,1.707595,-0.830708
26,0.108000,0.458982,0.189563,0.020916,2.764019,1.977461,-2.855985,-2.364301,2.483984,78.585358,3.045300,1.707604,-0.830702
27,0.113000,0.464788,0.189891,0.021357,2.764005,1.977457,-2.855979,-2.385826,2.469364,78.509163,3.045294,1.707608,-0.830718
28,0.117000,0.464847,0.192262,0.020514,2.764019,1.977458,-2.855986,-2.373850,2.432326,78.450333,3.045245,1.707693,-0.830708
29,0.121000,0.460865,0.193494,0.019304,2.764022,1.977459,-2.855991,-2.289371,2.407406,78.372307,3.045182,1.707765,-0.830720
30,0.125000,0.436680,0.184678,0.022451,2.764028,1.977454,-2.855982,-2.242840,2.427983,78.301308,3.045131,1.707794,-0.830690
31,0.129000,0.457699,0.165622,0.011479,2.764030,1.977439,-2.855985,-2.183334,2.435313,78.245148,3.045099,1.707885,-0.830641
32,0.133000,0.462058,0.163318,0.008741,2.764023,1.977443,-2.855981,-2.131221,2.479587,78.198471,3.045061,1.707941,-0.830588
33,0.138000,0.445214,0.174645,0.009820,2.764014,1.977453,-2.855980,-2.085350,2.501157,78.165443,3.044999,1.708054,-0.830494
34,0.142000,0.429498,0.190080,0.011619,2.764018,1.977458,-2.855980,-1.969313,2.527396,78.092445,3.044921,1.708135,-0.830430
35,0.146000,0.439335,0.181332,0.008375,2.764020,1.977460,-2.855979,-1.904830,2.600580,78.111488,3.044761,1.708113,-0.830287
36,0.150000,0.423230,0.208813,0.010222,2.764026,1.977459,-2.855988,-1.771311,2.608118,78.021385,3.044803,1.708304,-0.830227
37,0.154000,0.429362,0.199614,0.016565,2.764024,1.977461,-2.855986,-1.731865,2.672216,78.039444,3.044663,1.708322,-0.830080
38,0.158000,0.452534,0.181605,0.012734,2.764021,1.977452,-2.855991,-1.645332,2.679462,77.971428,3.044660,1.708494,-0.830008
39,0.163000,0.472484,0.170759,0.020072,2.764024,1.977446,-2.855991,-1.593344,2.717883,77.930061,3.044645,1.708579,-0.829882
40,0.167000,0.457287,0.177154,0.015572,2.764029,1.977443,-2.855985,-1.540268,2.755246,77.893562,3.044623,1.708688,-0.829800
41,0.171000,0.441086,0.187498,0.011169,2.764026,1.977443,-2.855984,-1.477368,2.809755,77.837738,3.044632,1.708755,-0.829737
42,0.175000,0.440529,0.189364,0.010729,2.764029,1.977445,-2.855988,-1.441033,2.864766,77.795197,3.044638,1.708781,-0.829669
43,0.179000,0.460809,0.203276,0.017537,2.764026,1.977446,-2.855992,-1.350595,2.992707,77.750389,3.044621,1.708689,-0.829578
44,0.183000,0.456178,0.200496,0.021048,2.764025,1.977432,-2.855985,-1.334949,3.076423,77.678368,3.044654,1.708643,-0.829573
45,0.188000,0.438730,0.190003,0.022654,2.764028,1.977428,-2.855996,-1.338893,3.102922,77.564598,3.044756,1.708652,-0.829644
46,0.192000,0.453889,0.194460,0.021886,2.764027,1.977447,-2.855996,-1.340084,3.159843,77.486473,3.044797,1.708635,-0.829634
47,0.196000,0.435619,0.197281,0.018998,2.764021,1.977435,-2.855994,-1.358022,3.193150,77.359123,3.044909,1.708619,-0.829712
48,0.200000,0.470520,0.186150,0.018304,2.764025,1.977444,-2.855992,-1.343898,3.193977,77.226471,3.044975,1.708661,-0.829794
49,0.204000,0.460601,0.169938,0.015265,2.764014,1.977439,-2.855988,-1.459169,3.116817,77.141113,3.045081,1.708834,-0.829888
50,0.208000,0.455016,0.171601,0.010161,2.764020,1.977452,-2.855986,-1.472715,3.095901,77.053192,3.045195,1.708939,-0.829881
51,0.213000,0.445045,0.164141,0.017520,2.764021,1.977456,-2.855982,-1.501358,3.058688,76.952797,3.045315,1.709002,-0.829924
52,0.217000,0.445839,0.180028,0.015830,2.764024,1.977451,-2.855991,-1.453736,3.031514,76.780891,3.045459,1.709041,-0.829987
53,0.221000,0.457939,0.174924,0.011854,2.764014,1.977460,-2.855985,-1.453278,2.997202,76.656471,3.045592,1.709061,-0.830023
54,0.225000,0.429163,0.194274,0.014358,2.764022,1.977462,-2.855989,-1.500908,2.939668,76.514938,3.045738,1.709091,-0.830096
55,0.229000,0.444814,0.187897,0.009600,2.764019,1.977454,-2.855993,-1.573592,2.886469,76.378510,3.045896,1.709086,-0.830187
56,0.233000,0.435874,0.187060,0.008904,2.764022,1.977454,-2.855991,-1.626755,2.832803,76.226547,3.046053,1.709101,-0.830307
57,0.238000,0.441177,0.182728,0.010867,2.764021,1.977457,-2.855989,-1.674326,2.735219,76.049660,3.046230,1.709165,-0.830419
58,0.242000,0.455599,0.179321,0.013676,2.764023,1.977448,-2.855983,-1.662484,2.669339,75.915665,3.046392,1.709229,-0.830497
59,0.246000,0.459865,0.176538,0.016941,2.764019,1.977452,-2.855983,-1.639941,2.602100,75.752083,3.046556,1.709288,-0.830557
60,0.250000,0.460118,0.181675,0.012907,2.764022,1.977468,-2.855981,-1.656729,2.522137,75.588516,3.046745,1.709345,-0.830626
61,0.254000,0.453006,0.186878,0.013270,2.764024,1.977463,-2.855986,-1.690325,2.422972,75.442612,3.046934,1.709393,-0.830708
62,0.258000,0.454009,0.190168,0.014312,2.764025,1.977459,-2.855987,-1.697562,2.329102,75.282127,3.047109,1.709433,-0.830794
63,0.263000,0.459958,0.195250,0.020426,2.764028,1.977444,-2.855992,-1.712360,2.244375,75.146805,3.047282,1.709471,-0.830873
64,0.267000,0.449914,0.197036,0.021108,2.764026,1.977444,-2.856001,-1.740751,2.164503,75.001015,3.047453,1.709464,-0.830938
65,0.271000,0.450088,0.202854,0.016720,2.764030,1.977437,-2.855993,-1.741000,2.093160,74.853050,3.047638,1.709478,-0.831012
66,0.275000,0.448311,0.201379,0.012475,2.764029,1.977435,-2.855994,-1.777355,1.991137,74.714409,3.047832,1.709499,-0.831107
67,0.279000,0.438565,0.190340,0.024913,2.764028,1.977448,-2.855990,-1.824718,1.906004,74.587318,3.048002,1.709482,-0.831172
68,0.283000,0.430944,0.195455,0.016567,2.764021,1.977450,-2.855982,-1.871638,1.798321,74.383148,3.048224,1.709473,-0.831364
69,0.288000,0.431228,0.198365,0.015053,2.764027,1.977461,-2.855989,-1.844515,1.767745,74.246742,3.048391,1.709439,-0.831437
70,0.292000,0.453898,0.194886,0.016878,2.764025,1.977462,-2.855989,-1.866165,1.703037,74.120811,3.048573,1.709403,-0.831508
71,0.296000,0.451977,0.193230,0.026845,2.764035,1.977451,-2.855990,-1.830194,1.646972,73.982994,3.048762,1.709416,-0.831575
72,0.300000,0.440153,0.202264,0.021113,2.764032,1.977438,-2.855990,-1.829636,1.575541,73.845879,3.048961,1.709427,-0.831655
73,0.304000,0.423875,0.202764,0.011334,2.764020,1.977446,-2.855989,-1.824297,1.523551,73.742432,3.049132,1.709432,-0.831684
74,0.308000,0.426100,0.192731,0.011938,2.764017,1.977441,-2.855983,-1.836573,1.466146,73.633820,3.049319,1.709427,-0.831749
75,0.313000,0.434829,0.180813,0.006104,2.764013,1.977435,-2.855986,-1.819295,1.411783,73.520798,3.049499,1.709437,-0.831800
76,0.317000,0.436070,0.178898,0.004708,2.764014,1.977436,-2.855986,-1.765756,1.326207,73.362465,3.049786,1.709559,-0.831897
77,0.321000,0.460964,0.178183,0.009822,2.764035,1.977456,-2.855987,-1.784661,1.282385,73.305946,3.049938,1.709585,-0.831876
78,0.325000,0.446002,0.186393,0.017544,2.764023,1.977453,-2.855977,-1.802570,1.234851,73.261391,3.050077,1.709586,-0.831850
79,0.329000,0.467329,0.186760,0.013010,2.764027,1.977460,-2.855981,-1.809185,1.183833,73.216675,3.050215,1.709581,-0.831840
80,0.333000,0.450302,0.201576,0.008655,2.764035,1.977458,-2.855985,-1.780838,1.169989,73.208412,3.050312,1.709530,-0.831765
81,0.338000,0.452824,0.204059,0.014245,2.764032,1.977464,-2.855985,-1.770732,1.138974,73.178078,3.050423,1.709509,-0.831763
82,0.342000,0.471138,0.184313,0.014153,2.764026,1.977459,-2.855988,-1.839624,1.092538,73.163872,3.050553,1.709468,-0.831775
83,0.346000,0.458795,0.189886,0.011631,2.764014,1.977454,-2.855988,-1.897112,1.046830,73.136475,3.050683,1.709444,-0.831799
84,0.350000,0.441730,0.186212,0.019527,2.764006,1.977437,-2.855991,-1.974358,1.018476,73.148651,3.050746,1.709345,-0.831774
85,0.354000,0.449705,0.182195,0.007001,2.764013,1.977442,-2.855985,-2.008185,1.015898,73.118774,3.050861,1.709226,-0.831815
86,0.358000,0.465249,0.175205,0.014485,2.764031,1.977446,-2.855984,-2.018459,1.010537,73.107155,3.050933,1.709144,-0.831823
87,0.363000,0.437526,0.205160,0.007782,2.764025,1.977443,-2.855987,-2.081958,0.991969,73.104706,3.051004,1.709055,-0.831825
88,0.367000,0.445301,0.189665,0.015118,2.764028,1.977444,-2.855992,-2.058372,1.015111,73.115669,3.051044,1.708917,-0.831800
89,0.371000,0.448541,0.200186,0.026631,2.764033,1.977453,-2.855984,-2.026063,1.044804,73.112206,3.051096,1.708807,-0.831782
90,0.375000,0.448452,0.208764,0.015130,2.764024,1.977444,-2.855985,-2.039731,1.066249,73.135994,3.051129,1.708720,-0.831748
91,0.379000,0.436093,0.201059,0.016982,2.764028,1.977458,-2.855994,-2.038141,1.119552,73.164970,3.051128,1.708605,-0.831690
92,0.383000,0.447906,0.194527,0.014075,2.764016,1.977448,-2.855990,-2.052173,1.158545,73.206375,3.051147,1.708537,-0.831632
93,0.388000,0.438884,0.199828,0.014179,2.764025,1.977458,-2.855983,-2.007807,1.240098,73.277534,3.051105,1.708440,-0.831517
94,0.392000,0.458120,0.169598,0.010637,2.764019,1.977441,-2.855986,-1.982059,1.305623,73.335815,3.051073,1.708359,-0.831398
95,0.396000,0.446627,0.179881,0.011187,2.764028,1.977446,-2.855993,-1.929098,1.421520,73.422844,3.051014,1.708266,-0.831282
96,0.400000,0.461846,0.189185,0.019415,2.764025,1.977447,-2.855975,-1.877273,1.536396,73.486298,3.050959,1.708154,-0.831185
97,0.404000,0.463701,0.198629,0.022684,2.764031,1.977456,-2.855986,-1.831605,1.651199,73.560211,3.050883,1.708066,-0.831061
98,0.408000,0.475861,0.186297,0.024930,2.764026,1.977455,-2.855995,-1.781357,1.787441,73.648575,3.050797,1.707993,-0.830914
99,0.413000,0.461455,0.188938,0.020706,2.764017,1.977458,-2.855986,-1.700211,1.941354,73.729553,3.050695,1.707886,-0.830782
100,0.417000,0.444638,0.175791,0.011017,2.764013,1.977460,-2.855990,-1.641955,2.064974,73.817184,3.050609,1.707831,-0.830653
101,0.421000,0.430433,0.176368,0.015682,2.764017,1.977437,-2.855985,-1.505585,2.215153,73.853188,3.050534,1.707732,-0.830567
102,0.425000,0.445467,0.186783,0.010596,2.764024,1.977453,-2.856004,-1.396549,2.351063,73.911240,3.050449,1.707646,-0.830457
103,0.429000,0.439354,0.185917,0.011146,2.764023,1.977451,-2.855994,-1.347845,2.450334,73.963737,3.050378,1.707580,-0.830368
104,0.433000,0.459437,0.184827,0.014979,2.764013,1.977452,-2.855982,-1.329040,2.546139,74.023567,3.050322,1.707531,-0.830283
105,0.438000,0.467371,0.168612,0.007907,2.764008,1.977457,-2.855979,-1.319689,2.608544,74.072716,3.050317,1.707520,-0.830212
106,0.442000,0.458991,0.169657,0.011473,2.764016,1.977459,-2.855985,-1.318080,2.644145,74.129883,3.050301,1.707505,-0.830126
107,0.446000,0.442009,0.173096,0.008281,2.764023,1.977461,-2.855975,-1.317991,2.642773,74.196800,3.050284,1.707489,-0.830038
108,0.450000,0.436437,0.184456,0.006761,2.764016,1.977462,-2.855989,-1.302217,2.631145,74.228699,3.050334,1.707494,-0.830002
109,0.454000,0.426805,0.180198,0.013838,2.764008,1.977459,-2.855993,-1.262010,2.612017,74.251976,3.050387,1.707500,-0.829951
110,0.458000,0.457085,0.192948,0.011838,2.764017,1.977446,-2.855990,-1.250393,2.573153,74.266022,3.050454,1.707491,-0.829914
111,0.463000,0.455371,0.216531,0.021253,2.764029,1.977447,-2.855993,-1.334540,2.474582,74.388535,3.050478,1.707576,-0.829747
112,0.467000,0.464515,0.204207,0.018602,2.764025,1.977451,-2.855986,-1.360954,2.436674,74.468941,3.050498,1.707557,-0.829613
113,0.471000,0.445914,0.197369,0.017994,2.764025,1.977452,-2.855988,-1.332191,2.381280,74.533905,3.050534,1.707608,-0.829508
114,0.475000,0.440251,0.204876,0.016080,2.764023,1.977457,-2.855987,-1.295157,2.357201,74.580055,3.050563,1.707587,-0.829415
115,0.479000,0.478961,0.167439,0.014193,2.764020,1.977450,-2.855988,-1.252602,2.365735,74.655121,3.050593,1.707517,-0.829304
116,0.483000,0.455034,0.194723,0.018962,2.764025,1.977457,-2.855987,-1.254414,2.343629,74.753296,3.050577,1.707518,-0.829158
117,0.488000,0.446054,0.177064,0.015683,2.764021,1.977423,-2.855989,-1.266602,2.359080,74.849182,3.050579,1.707426,-0.829031
118,0.492000,0.440485,0.199078,0.013983,2.764030,1.977444,-2.856000,-1.333100,2.423427,74.980759,3.050468,1.707196,-0.828870
119,0.496000,0.448351,0.181420,0.017601,2.764015,1.977441,-2.855996,-1.367541,2.459370,75.076401,3.050428,1.707027,-0.828743
120,0.500000,0.466474,0.203460,0.019074,2.764019,1.977459,-2.855993,-1.447012,2.453254,75.150749,3.050439,1.706955,-0.828685
121,0.504000,0.450935,0.208392,0.019004,2.764022,1.977450,-2.855994,-1.476149,2.479545,75.294662,3.050352,1.706854,-0.828482
122,0.508000,0.435814,0.212536,0.019482,2.764025,1.977451,-2.855990,-1.572433,2.495595,75.430153,3.050317,1.706704,-0.828337
123,0.513000,0.474869,0.201356,0.023860,2.764008,1.977485,-2.855991,-1.616720,2.527935,75.534073,3.050275,1.706571,-0.828233
124,0.517000,0.463775,0.188210,0.020295,2.764021,1.977472,-2.855991,-1.740445,2.516986,75.584099,3.050278,1.706443,-0.828227
125,0.521000,0.453270,0.192834,0.022599,2.764015,1.977441,-2.855989,-1.720794,2.556348,75.719604,3.050220,1.706307,-0.828032
126,0.525000,0.469095,0.189686,0.022379,2.764022,1.977440,-2.855989,-1.758224,2.503421,75.762405,3.050213,1.706278,-0.828025
127,0.529000,0.458720,0.189511,0.017359,2.764019,1.977440,-2.855988,-1.782499,2.458166,75.857742,3.050136,1.706210,-0.827934
128,0.533000,0.447640,0.192559,0.007195,2.764023,1.977442,-2.855984,-1.828531,2.416049,75.923111,3.050077,1.706145,-0.827864
129,0.538000,0.456631,0.186521,0.016484,2.764017,1.977444,-2.855985,-1.895391,2.376429,75.995865,3.050046,1.706075,-0.827781
130,0.542000,0.463335,0.168479,0.010183,2.764015,1.977457,-2.855989,-1.982380,2.316610,76.073807,3.050008,1.706028,-0.827701
131,0.546000,0.447628,0.175583,0.010433,2.764013,1.977458,-2.855983,-2.065462,2.280796,76.146286,3.049964,1.705954,-0.827613
132,0.550000,0.460800,0.182290,0.008165,2.764022,1.977465,-2.855993,-2.152308,2.237802,76.215630,3.049908,1.705884,-0.827541
133,0.554000,0.457595,0.184939,0.008265,2.764022,1.977450,-2.855993,-2.248399,2.191681,76.291237,3.049857,1.705787,-0.827450
134,0.558000,0.450217,0.203869,0.013083,2.764028,1.977452,-2.855991,-2.314278,2.159093,76.372063,3.049807,1.705720,-0.827361
135,0.563000,0.455167,0.202923,0.020151,2.764032,1.977457,-2.855989,-2.379452,2.156681,76.425346,3.049766,1.705562,-0.827315
136,0.567000,0.476553,0.188513,0.019257,2.764024,1.977440,-2.855989,-2.466132,2.124127,76.483780,3.049755,1.705429,-0.827272
137,0.571000,0.459425,0.207340,0.015407,2.764033,1.977455,-2.855993,-2.555963,2.101767,76.531372,3.049752,1.705305,-0.827227
138,0.575000,0.469054,0.184944,0.020321,2.764024,1.977456,-2.855992,-2.662275,2.082052,76.561867,3.049756,1.705163,-0.827205
139,0.579000,0.445987,0.196011,0.017745,2.764027,1.977455,-2.855998,-2.767590,2.032158,76.604073,3.049760,1.705034,-0.827177
140,0.583000,0.442839,0.202938,0.014427,2.764024,1.977466,-2.855997,-2.873073,1.969318,76.634705,3.049752,1.704894,-0.827180
141,0.588000,0.462234,0.184927,0.013495,2.764015,1.977453,-2.855983,-2.939927,1.914385,76.637520,3.049752,1.704744,-0.827198
142,0.592000,0.459966,0.182243,0.020691,2.764016,1.977451,-2.855989,-3.024282,1.876555,76.662369,3.049759,1.704551,-0.827177
143,0.596000,0.460434,0.193067,0.026422,2.764022,1.977451,-2.855994,-3.113407,1.833070,76.663147,3.049748,1.704370,-0.827205
144,0.600000,0.456615,0.196877,0.020737,2.764021,1.977461,-2.855990,-3.202685,1.789072,76.642624,3.049720,1.704192,-0.827269
145,0.604000,0.462715,0.195983,0.018442,2.764010,1.977450,-2.855997,-3.296437,1.779019,76.642433,3.049683,1.703952,-0.827340
146,0.608000,0.449433,0.198120,0.019061,2.764010,1.977443,-2.855994,-3.405568,1.776934,76.701248,3.049534,1.703734,-0.827302
147,0.613000,0.433513,0.191334,0.012386,2.764008,1.977431,-2.855986,-3.570482,1.818626,76.736145,3.049415,1.703454,-0.827369
148,0.617000,0.444417,0.182550,0.012758,2.764012,1.977439,-2.855983,-3.773750,1.844298,76.768158,3.049299,1.703187,-0.827491
149,0.621000,0.470574,0.167036,0.006285,2.764011,1.977447,-2.855987,-3.980836,1.862708,76.843353,3.049140,1.702860,-0.827588
150,0.625000,0.470637,0.178703,0.011436,2.764024,1.977455,-2.855988,-4.286772,1.887878,76.923180,3.048950,1.702507,-0.827711
151,0.629000,0.464227,0.180394,0.009020,2.764019,1.977452,-2.855988,-4.601573,1.936340,77.011223,3.048789,1.702204,-0.827830
152,0.633000,0.434797,0.191644,0.013134,2.764009,1.977447,-2.855988,-4.895136,2.032169,77.114807,3.048644,1.701844,-0.827958
153,0.638000,0.444819,0.180200,0.020822,2.764014,1.977449,-2.855989,-5.257393,2.075456,77.215050,3.048515,1.701534,-0.828055
154,0.642000,0.465424,0.180745,0.012161,2.764004,1.977443,-2.855986,-5.631904,2.108963,77.333679,3.048387,1.701232,-0.828182
155,0.646000,0.463813,0.193505,0.010587,2.764006,1.977444,-2.855994,-6.074586,2.137364,77.483940,3.048238,1.700876,-0.828309
156,0.650000,0.445334,0.173171,0.008357,2.764001,1.977435,-2.855984,-6.594537,2.138970,77.674355,3.048098,1.700517,-0.828463
157,0.654000,0.461158,0.161001,0.011199,2.764012,1.977445,-2.855986,-7.057010,2.143436,77.859222,3.047955,1.700148,-0.828566
158,0.658000,0.467813,0.171770,0.018558,2.764006,1.977444,-2.855976,-7.554171,2.141625,77.966095,3.047865,1.699755,-0.828781
159,0.663000,0.516695,0.184591,0.022941,2.764011,1.977469,-2.855973,-8.028408,2.123056,78.087364,3.047802,1.699448,-0.828963
160,0.667000,0.478882,0.186451,0.029245,2.764022,1.977469,-2.855997,-8.515949,2.127206,78.242027,3.047705,1.699097,-0.829143
161,0.671000,0.419790,0.186829,0.018786,2.764018,1.977445,-2.855992,-9.051520,2.181381,78.487442,3.047502,1.698581,-0.829219
162,0.675000,0.434321,0.178513,0.012389,2.764006,1.977437,-2.855996,-9.518826,2.196862,78.680237,3.047382,1.698208,-0.829322
163,0.679000,0.456917,0.191951,0.019274,2.764008,1.977433,-2.855981,-9.903538,2.207823,78.826859,3.047300,1.697901,-0.829422
164,0.683000,0.463867,0.176942,0.028014,2.764007,1.977429,-2.855982,-10.265017,2.227765,78.986450,3.047221,1.697610,-0.829486
165,0.688000,0.463574,0.179864,0.021275,2.764012,1.977431,-2.855987,-10.603886,2.250231,79.152420,3.047124,1.697337,-0.829558
166,0.692000,0.457990,0.195721,0.021369,2.764019,1.977442,-2.855987,-10.937994,2.254582,79.340836,3.046991,1.697064,-0.829608
167,0.696000,0.461133,0.196093,0.018640,2.764021,1.977456,-2.855987,-11.222240,2.246226,79.494164,3.046882,1.696832,-0.829662
168,0.700000,0.436817,0.200463,0.014372,2.764020,1.977452,-2.855990,-11.463923,2.216728,79.652687,3.046791,1.696675,-0.829664
169,0.704000,0.450628,0.200033,0.013214,2.764022,1.977455,-2.855987,-11.671911,2.232561,79.764107,3.046696,1.696525,-0.829659
170,0.708000,0.445190,0.194295,0.016838,2.764018,1.977447,-2.855989,-11.874426,2.250133,79.852722,3.046615,1.696398,-0.829637
171,0.713000,0.448963,0.175491,0.013413,2.764015,1.977440,-2.855991,-12.021360,2.266070,79.909744,3.046545,1.696283,-0.829641
172,0.717000,0.449305,0.174432,0.008455,2.764002,1.977436,-2.855980,-12.151449,2.293629,79.951431,3.046484,1.696172,-0.829625
173,0.721000,0.453194,0.181341,0.013879,2.764009,1.977440,-2.855984,-12.257666,2.303172,79.958145,3.046428,1.696108,-0.829620
174,0.725000,0.465188,0.181115,0.010797,2.764016,1.977433,-2.855982,-12.341229,2.323917,79.955673,3.046373,1.696037,-0.829600
175,0.729000,0.458261,0.184052,0.020759,2.764019,1.977447,-2.855987,-12.389558,2.337453,79.912628,3.046351,1.695980,-0.829607
176,0.733000,0.453586,0.199607,0.023029,2.764030,1.977461,-2.855991,-12.401606,2.341489,79.864952,3.046332,1.695952,-0.829593
177,0.738000,0.465309,0.199775,0.022314,2.764027,1.977477,-2.855986,-12.384691,2.347893,79.799187,3.046324,1.695944,-0.829572
178,0.742000,0.461774,0.187996,0.017636,2.764024,1.977454,-2.855981,-12.374829,2.352402,79.722519,3.046342,1.695972,-0.829517
179,0.746000,0.450337,0.180249,0.016866,2.764016,1.977443,-2.855981,-12.292181,2.341885,79.639610,3.046386,1.696015,-0.829483
180,0.750000,0.428182,0.190239,0.009226,2.764024,1.977450,-2.855987,-12.221419,2.300143,79.549889,3.046462,1.696096,-0.829416
181,0.754000,0.438672,0.170041,0.018486,2.764012,1.977439,-2.855982,-12.126227,2.217743,79.457199,3.046545,1.696211,-0.829348
182,0.758000,0.435376,0.187689,0.005473,2.764018,1.977443,-2.855995,-11.992328,2.144495,79.359413,3.046606,1.696305,-0.829265
183,0.763000,0.475010,0.191326,0.015665,2.764024,1.977443,-2.855990,-11.806923,2.063044,79.217316,3.046723,1.696443,-0.829182
184,0.767000,0.478786,0.174749,0.025337,2.764025,1.977442,-2.855981,-11.595979,1.997323,79.104958,3.046823,1.696593,-0.829044
185,0.771000,0.469755,0.203185,0.024667,2.764037,1.977458,-2.855990,-11.400818,1.941609,78.990013,3.046962,1.696743,-0.828919
