Format Version,1.23,Take Name,experiment_002,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2025-05-08 12.07.29.315 ,Capture Start Frame,1966818,Total Frames in Take,12622,Total Exported Frames,12622,Rotation Type,XZY,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
13,0.054000,0.489836,0.209120,0.020777,2.764040,1.977360,-2.855910,36.086494,-78.258774,24.505247,2.179176,1.061136,-1.015917
14,0.058000,0.495787,0.203648,0.010735,2.764036,1.977365,-2.855910,35.416531,-77.727371,25.125170,2.180132,1.063329,-1.016683
15,0.063000,0.469437,0.203834,0.015774,2.764031,1.977342,-2.855906,34.722824,-77.662117,26.008394,2.181023,1.066266,-1.017729
16,0.067000,0.488821,0.206021,0.011105,2.764042,1.977377,-2.855913,33.922428,-77.790024,27.013010,2.182003,1.069318,-1.018699
17,0.071000,0.486278,0.207720,0.011680,2.764047,1.977377,-2.855903,33.323006,-77.603172,27.674931,2.183339,1.072483,-1.019642
18,0.075000,0.506772,0.199774,0.017264,2.764037,1.977383,-2.855902,32.085777,-77.314682,28.950682,2.183627,1.074753,-1.020745
19,0.079000,0.496421,0.206153,0.020458,2.764037,1.977375,-2.855905,31.598125,-77.183464,29.665663,2.184392,1.078048,-1.021905
20,0.083000,0.508649,0.196533,0.015974,2.764040,1.977378,-2.855901,29.672661,-76.778290,31.542053,2.185260,1.081248,-1.023112
21,0.088000,0.512118,0.196467,0.014941,2.764040,1.977363,-2.855896,28.414110,-76.573151,32.884296,2.186160,1.084721,-1.024377
22,0.092000,0.545980,0.183050,0.023122,2.764018,1.977382,-2.855891,27.769938,-76.758919,33.661018,2.187326,1.088196,-1.025401
23,0.096000,0.509157,0.195694,0.013333,2.764033,1.977360,-2.855910,27.843412,-77.101624,33.896606,2.189020,1.092316,-1.026489
24,0.100000,0.506139,0.187829,0.011673,2.764038,1.977353,-2.855908,27.153555,-76.881615,34.528130,2.189884,1.095290,-1.027676
25,0.104000,0.508744,0.193263,0.012794,2.764043,1.977369,-2.855914,26.746716,-76.604759,35.036518,2.191175,1.099077,-1.028901
26,0.108000,0.506945,0.181181,0.017075,2.764042,1.977374,-2.855909,23.879831,-76.658218,38.175838,2.191534,1.102945,-1.030279
27,0.113000,0.531065,0.199967,0.019030,2.764030,1.977393,-2.855896,19.554401,-76.311668,42.687035,2.191781,1.106513,-1.031637
28,0.117000,0.525621,0.198903,0.019682,2.764032,1.977373,-2.855909,21.998020,-75.703369,40.136074,2.192777,1.109650,-1.032425
29,0.121000,0.518256,0.188488,0.022802,2.764043,1.977346,-2.855899,21.176664,-74.988022,40.810986,2.193235,1.113447,-1.033815
30,0.125000,0.509837,0.205999,0.019224,2.764038,1.977348,-2.855902,19.885515,-74.553024,42.050800,2.193745,1.117176,-1.035157
31,0.129000,0.485816,0.222469,0.015708,2.764029,1.977344,-2.855903,18.809669,-74.150177,43.080738,2.194465,1.120816,-1.036451
32,0.133000,0.482779,0.210834,0.014263,2.764041,1.977359,-2.855914,17.258629,-73.927917,44.722462,2.194744,1.125004,-1.037959
33,0.138000,0.488390,0.200356,0.015801,2.764037,1.977358,-2.855914,15.872122,-73.571106,46.050804,2.195314,1.129086,-1.039390
34,0.142000,0.493042,0.197497,0.012318,2.764027,1.977348,-2.855909,14.651924,-73.167282,47.212841,2.195878,1.133343,-1.040852
35,0.146000,0.517027,0.193025,0.013887,2.764028,1.977375,-2.855911,13.057299,-72.837494,48.826534,2.196241,1.137685,-1.042345
36,0.150000,0.505872,0.208995,0.016651,2.764036,1.977373,-2.855906,11.911301,-72.328819,49.936298,2.196718,1.141969,-1.043719
37,0.154000,0.485873,0.211008,0.019311,2.764033,1.977366,-2.855912,8.983971,-71.926704,52.930237,2.196795,1.146825,-1.045453
38,0.158000,0.512892,0.191056,0.018631,2.764036,1.977363,-2.855903,6.546355,-71.306282,55.162319,2.195864,1.151337,-1.047574
39,0.163000,0.528242,0.180111,0.020460,2.764031,1.977367,-2.855906,6.309443,-70.798508,55.465706,2.196604,1.155189,-1.048754
40,0.167000,0.522125,0.180676,0.010346,2.764016,1.977353,-2.855905,5.327914,-70.223633,56.407860,2.197057,1.159930,-1.050093
41,0.171000,0.499188,0.183889,0.012887,2.764021,1.977351,-2.855902,3.701307,-69.982994,57.938637,2.196428,1.164922,-1.051916
42,0.175000,0.497984,0.187959,0.007200,2.764036,1.977360,-2.855897,2.221750,-69.170059,59.208118,2.196139,1.168951,-1.053312
43,0.179000,0.545654,0.178722,0.012356,2.764028,1.977389,-2.855896,1.512135,-68.440453,59.894482,2.195815,1.173389,-1.054714
44,0.183000,0.575288,0.171112,0.019187,2.764019,1.977408,-2.855894,0.697301,-67.992455,60.644493,2.195644,1.177797,-1.055959
45,0.188000,0.512899,0.210677,0.021990,2.764026,1.977372,-2.855902,-0.095661,-67.902130,61.245338,2.196285,1.183277,-1.057666
46,0.192000,0.500046,0.193817,0.011050,2.764028,1.977363,-2.855893,0.362659,-67.026756,60.743053,2.196798,1.188243,-1.059566
47,0.196000,0.504913,0.177513,0.018471,2.764022,1.977369,-2.855901,-0.662821,-66.255043,61.569984,2.196328,1.192859,-1.061233
48,0.200000,0.507761,0.193557,0.009117,2.764034,1.977366,-2.855907,-1.498699,-65.287590,62.281231,2.195712,1.197571,-1.062780
49,0.204000,0.510528,0.185349,0.011297,2.764033,1.977371,-2.855904,-2.190726,-64.747330,62.873764,2.195250,1.201947,-1.064104
50,0.208000,0.481926,0.185049,0.005683,2.764036,1.977364,-2.855892,-2.843805,-63.936836,63.460976,2.194688,1.206677,-1.065480
51,0.213000,0.477381,0.189179,0.011681,2.764038,1.977365,-2.855901,-3.778837,-63.023087,64.190102,2.193773,1.211327,-1.066912
52,0.217000,0.497836,0.198604,0.016351,2.764043,1.977374,-2.855895,-5.349040,-61.436050,65.783897,2.191676,1.215080,-1.067617
53,0.221000,0.558659,0.201427,0.035412,2.764032,1.977388,-2.855891,-6.046612,-60.307995,66.452354,2.190442,1.219821,-1.068788
54,0.225000,0.568014,0.194075,0.020199,2.764037,1.977392,-2.855907,-6.256734,-59.609623,66.508095,2.190254,1.224748,-1.070291
55,0.229000,0.509078,0.222912,0.019564,2.764037,1.977366,-2.855900,-7.571973,-58.543545,67.631233,2.188885,1.229449,-1.071654
56,0.233000,0.478231,0.229237,0.016679,2.764025,1.977351,-2.855911,-8.020232,-57.577797,67.871162,2.188189,1.234580,-1.073285
57,0.238000,0.461046,0.221298,0.009388,2.764030,1.977354,-2.855902,-8.366385,-56.483341,68.106186,2.187320,1.239594,-1.074820
58,0.242000,0.490269,0.218545,0.018264,2.764025,1.977359,-2.855904,-9.848733,-55.531544,69.180580,2.186073,1.243920,-1.075874
59,0.246000,0.510830,0.203636,0.017814,2.764038,1.977369,-2.855910,-10.278326,-54.355377,69.785698,2.184630,1.248482,-1.076808
60,0.250000,0.503572,0.195113,0.010566,2.764036,1.977362,-2.855907,-10.391082,-53.386219,69.625771,2.183611,1.252849,-1.078110
61,0.254000,0.506072,0.203702,0.008753,2.764047,1.977366,-2.855904,-10.687134,-52.481586,69.752869,2.182907,1.257744,-1.079494
62,0.258000,0.546986,0.190265,0.023021,2.764030,1.977395,-2.855904,-10.923356,-51.832157,69.814140,2.182322,1.262681,-1.080502
63,0.263000,0.565741,0.193066,0.034202,2.764033,1.977406,-2.855897,-11.306179,-50.926548,70.023315,2.181525,1.267329,-1.081340
64,0.267000,0.514994,0.229637,0.032304,2.764036,1.977382,-2.855909,-11.232188,-50.026196,69.805206,2.181110,1.272471,-1.082828
65,0.271000,0.497752,0.216572,0.023322,2.764034,1.977351,-2.855898,-11.096025,-49.045143,69.653534,2.180323,1.277618,-1.084460
66,0.275000,0.519395,0.205514,0.014942,2.764034,1.977344,-2.855904,-11.053843,-48.256916,69.493431,2.179787,1.282710,-1.085910
67,0.279000,0.499723,0.201928,0.011154,2.764048,1.977359,-2.855906,-11.519160,-47.739521,69.490387,2.179329,1.287643,-1.087451
68,0.283000,0.507087,0.175883,0.009801,2.764038,1.977367,-2.855906,-12.065840,-47.546814,69.819771,2.178391,1.292837,-1.089069
69,0.288000,0.459429,0.208204,0.011575,2.764040,1.977358,-2.855898,-12.655002,-46.532619,69.962212,2.177519,1.296839,-1.089710
70,0.292000,0.494905,0.184851,0.013842,2.764046,1.977370,-2.855892,-13.185071,-45.545483,70.612595,2.175999,1.301067,-1.089956
71,0.296000,0.495828,0.184513,0.015059,2.764047,1.977368,-2.855895,-13.755314,-45.033409,70.728951,2.175320,1.305616,-1.091067
72,0.300000,0.501479,0.199940,0.017042,2.764040,1.977360,-2.855889,-14.108127,-44.582722,70.845413,2.174537,1.310235,-1.092015
73,0.304000,0.568861,0.198656,0.022490,2.764031,1.977392,-2.855898,-14.153982,-44.014435,70.790329,2.173882,1.315058,-1.093055
74,0.308000,0.552552,0.210221,0.025010,2.764025,1.977382,-2.855897,-14.305342,-43.432667,70.771469,2.173082,1.319548,-1.093952
75,0.313000,0.534447,0.206026,0.019532,2.764036,1.977366,-2.855905,-14.271046,-42.995533,70.581245,2.172480,1.324232,-1.095011
76,0.317000,0.498693,0.205587,0.018834,2.764042,1.977350,-2.855899,-14.671139,-42.354939,70.656990,2.171640,1.328567,-1.095830
77,0.321000,0.491103,0.205340,0.022015,2.764042,1.977359,-2.855901,-14.468057,-41.972115,70.278168,2.171469,1.333523,-1.096823
78,0.325000,0.497508,0.202526,0.021727,2.764045,1.977365,-2.855903,-14.271619,-41.468185,69.909523,2.170992,1.338169,-1.097812
79,0.329000,0.508620,0.205739,0.013086,2.764041,1.977378,-2.855896,-14.173469,-41.058411,69.689789,2.170417,1.342823,-1.098721
80,0.333000,0.519007,0.206269,0.015743,2.764046,1.977383,-2.855896,-14.369514,-40.543903,69.681908,2.169610,1.347332,-1.099499
81,0.338000,0.475698,0.232382,0.018734,2.764039,1.977351,-2.855899,-14.731444,-39.738091,69.870773,2.168396,1.351780,-1.100123
82,0.342000,0.493058,0.199511,0.015249,2.764025,1.977352,-2.855898,-14.907274,-39.021019,69.916954,2.167372,1.356304,-1.100796
83,0.346000,0.496685,0.205264,0.019439,2.764036,1.977345,-2.855903,-14.999692,-38.451759,69.865028,2.166390,1.360757,-1.101513
84,0.350000,0.497022,0.209887,0.017547,2.764033,1.977333,-2.855909,-14.985406,-37.769741,69.803917,2.165413,1.365109,-1.102120
85,0.354000,0.496591,0.198090,0.014840,2.764026,1.977340,-2.855899,-15.054591,-37.427937,69.675697,2.164657,1.369513,-1.102779
86,0.358000,0.503066,0.204728,0.013156,2.764033,1.977350,-2.855902,-14.880619,-36.852856,69.580894,2.163659,1.374046,-1.103357
87,0.363000,0.521130,0.205220,0.009420,2.764041,1.977361,-2.855895,-14.493125,-36.382866,69.385765,2.162850,1.378713,-1.104042
88,0.367000,0.506659,0.209045,0.014448,2.764030,1.977355,-2.855901,-14.644917,-35.737164,69.431877,2.161621,1.382980,-1.104732
89,0.371000,0.544186,0.202630,0.023411,2.764027,1.977390,-2.855883,-14.955307,-35.460094,69.555290,2.160457,1.387303,-1.105417
90,0.375000,0.563338,0.180363,0.029616,2.764029,1.977406,-2.855903,-14.818542,-35.416325,69.361382,2.159865,1.391867,-1.106173
91,0.379000,0.515845,0.184887,0.018388,2.764038,1.977369,-2.855906,-14.710228,-34.294666,69.252556,2.158667,1.395534,-1.106166
92,0.383000,0.489549,0.206095,0.013004,2.764046,1.977355,-2.855909,-14.808146,-34.005646,69.139008,2.157897,1.399805,-1.106946
93,0.388000,0.502745,0.195469,0.009496,2.764039,1.977357,-2.855907,-14.942069,-33.442677,69.393379,2.156533,1.403888,-1.107139
94,0.392000,0.489247,0.192114,0.011134,2.764035,1.977342,-2.855890,-14.912191,-32.772217,69.288582,2.155271,1.407814,-1.107785
95,0.396000,0.545506,0.177946,0.015350,2.764031,1.977383,-2.855876,-14.867615,-32.306625,69.119583,2.154394,1.411597,-1.108207
96,0.400000,0.539231,0.178556,0.006277,2.764034,1.977373,-2.855892,-15.193577,-31.698799,69.321785,2.153274,1.415402,-1.108375
97,0.404000,0.523062,0.186986,0.014692,2.764037,1.977361,-2.855880,-15.402968,-31.068062,69.140411,2.152580,1.419241,-1.109071
98,0.408000,0.553355,0.182888,0.023988,2.764038,1.977390,-2.855888,-15.180367,-30.964861,68.861229,2.152139,1.423577,-1.109663
99,0.413000,0.517573,0.196718,0.013998,2.764052,1.977378,-2.855897,-15.217459,-30.658731,68.863365,2.151215,1.427441,-1.110262
100,0.417000,0.491788,0.201860,0.012131,2.764058,1.977368,-2.855901,-15.724542,-29.739368,69.408783,2.149574,1.430564,-1.109876
101,0.421000,0.491469,0.205482,0.014198,2.764058,1.977376,-2.855904,-15.626287,-29.016054,69.756180,2.148102,1.434350,-1.109427
102,0.425000,0.510780,0.212398,0.031234,2.764051,1.977369,-2.855905,-15.203714,-28.687618,69.474991,2.147437,1.438097,-1.109785
103,0.429000,0.570120,0.207775,0.031924,2.764035,1.977376,-2.855901,-15.370842,-28.200312,69.509850,2.146473,1.441552,-1.110133
104,0.433000,0.523406,0.209340,0.026558,2.764028,1.977383,-2.855903,-15.425192,-27.561377,69.717163,2.145155,1.444989,-1.109980
105,0.438000,0.532951,0.191096,0.020713,2.764021,1.977394,-2.855889,-15.264520,-27.018167,69.394363,2.144333,1.448632,-1.110764
106,0.442000,0.507468,0.200237,0.010821,2.764048,1.977379,-2.855901,-15.518813,-26.543909,69.530876,2.143178,1.452061,-1.111219
107,0.446000,0.485324,0.208695,0.016204,2.764035,1.977346,-2.855906,-14.820287,-26.224022,69.048134,2.142698,1.455982,-1.111526
108,0.450000,0.536261,0.204397,0.019899,2.764027,1.977381,-2.855883,-14.581643,-25.402796,68.867172,2.141886,1.459005,-1.111676
109,0.454000,0.516597,0.183516,0.013503,2.764040,1.977364,-2.855895,-14.856488,-24.724842,69.331970,2.140225,1.462160,-1.111225
110,0.458000,0.464157,0.210406,0.013515,2.764033,1.977347,-2.855896,-14.493829,-24.170156,68.925018,2.139729,1.466164,-1.111952
111,0.463000,0.532529,0.187651,0.022524,2.764035,1.977388,-2.855883,-14.972758,-23.610186,69.180519,2.138520,1.469707,-1.112349
112,0.467000,0.503924,0.193446,0.015448,2.764026,1.977368,-2.855900,-15.232461,-23.313723,69.278671,2.137813,1.473414,-1.113116
113,0.471000,0.482345,0.204669,0.010095,2.764039,1.977364,-2.855892,-15.030271,-22.454790,69.195541,2.136644,1.476381,-1.113047
114,0.475000,0.504132,0.193401,0.012817,2.764033,1.977357,-2.855890,-14.927872,-21.593136,69.448730,2.135248,1.479379,-1.112485
115,0.479000,0.501021,0.199395,0.014669,2.764041,1.977356,-2.855893,-14.590751,-20.809465,69.279007,2.134460,1.482760,-1.112547
116,0.483000,0.524108,0.199095,0.013764,2.764043,1.977362,-2.855898,-14.248159,-20.079916,68.996246,2.133802,1.486050,-1.112726
117,0.488000,0.507597,0.198729,0.016091,2.764039,1.977360,-2.855897,-13.493870,-19.462498,68.627357,2.133297,1.489207,-1.112658
118,0.492000,0.484761,0.173605,0.018658,2.764036,1.977347,-2.855896,-12.540489,-19.325890,67.940399,2.132817,1.492786,-1.113028
119,0.496000,0.502002,0.175748,0.005560,2.764041,1.977365,-2.855892,-12.219380,-18.801760,67.459816,2.132308,1.496003,-1.113696
120,0.500000,0.548760,0.170544,0.015207,2.764035,1.977393,-2.855888,-12.125313,-18.701908,67.204254,2.131887,1.499305,-1.114236
121,0.504000,0.510834,0.180454,0.010744,2.764045,1.977380,-2.855886,-12.072683,-18.697111,67.270706,2.131226,1.502806,-1.114154
122,0.508000,0.525187,0.189643,0.019178,2.764026,1.977384,-2.855882,-12.386765,-18.510149,67.424828,2.130194,1.505518,-1.114151
123,0.513000,0.516390,0.204658,0.021392,2.764045,1.977368,-2.855887,-12.512943,-18.273396,67.449509,2.129173,1.508261,-1.114186
124,0.517000,0.502981,0.213015,0.019716,2.764051,1.977355,-2.855900,-12.762246,-18.045671,67.592117,2.128215,1.510946,-1.114375
125,0.521000,0.505155,0.202823,0.018632,2.764050,1.977356,-2.855900,-13.325461,-17.876373,67.942329,2.127170,1.513625,-1.114394
126,0.525000,0.489147,0.218177,0.017598,2.764036,1.977356,-2.855898,-13.423874,-17.492218,68.114616,2.125903,1.516131,-1.114314
127,0.529000,0.493474,0.206424,0.018246,2.764041,1.977357,-2.855892,-13.559495,-16.798124,68.394348,2.124149,1.517835,-1.113758
128,0.533000,0.501874,0.206124,0.015187,2.764050,1.977371,-2.855891,-13.473784,-16.439098,68.302933,2.122980,1.520221,-1.113878
129,0.538000,0.512931,0.199999,0.016773,2.764045,1.977363,-2.855893,-13.581797,-16.435200,68.131027,2.122338,1.522982,-1.114375
130,0.542000,0.534436,0.196502,0.012727,2.764041,1.977370,-2.855891,-13.694846,-16.189423,68.300140,2.121317,1.525316,-1.114219
131,0.546000,0.511427,0.201428,0.009281,2.764047,1.977363,-2.855891,-13.558357,-16.066906,68.216789,2.120506,1.528102,-1.114294
132,0.550000,0.532949,0.190908,0.025817,2.764028,1.977381,-2.855894,-13.193612,-15.884686,68.014557,2.119864,1.530644,-1.114134
133,0.554000,0.536191,0.186402,0.020360,2.764032,1.977366,-2.855900,-12.673192,-15.770907,67.699173,2.119248,1.533418,-1.114033
134,0.558000,0.494825,0.212042,0.016402,2.764039,1.977349,-2.855896,-12.205675,-15.690719,67.455574,2.118618,1.536136,-1.114045
135,0.563000,0.467116,0.225605,0.017893,2.764037,1.977341,-2.855895,-12.090975,-15.548067,67.298592,2.117800,1.538626,-1.114077
136,0.567000,0.496208,0.199364,0.020065,2.764044,1.977360,-2.855891,-12.222512,-15.589057,67.269615,2.116999,1.541204,-1.114335
137,0.571000,0.510285,0.201176,0.015854,2.764045,1.977356,-2.855889,-12.069160,-15.638946,67.035782,2.116394,1.543949,-1.114459
138,0.575000,0.517244,0.186464,0.019588,2.764036,1.977365,-2.855892,-11.616582,-15.396990,66.733665,2.115649,1.546153,-1.114364
139,0.579000,0.562064,0.180874,0.021049,2.764036,1.977391,-2.855889,-11.253604,-15.148916,66.481415,2.114782,1.548543,-1.114299
140,0.583000,0.535998,0.169693,0.008279,2.764040,1.977378,-2.855896,-11.556751,-14.842766,66.622627,2.113526,1.550426,-1.114075
141,0.588000,0.538597,0.183621,0.013914,2.764033,1.977383,-2.855890,-12.135846,-14.743616,67.027031,2.112293,1.552475,-1.113825
142,0.592000,0.512229,0.174443,0.013047,2.764052,1.977376,-2.855901,-12.485959,-14.605366,67.202469,2.111222,1.554615,-1.113717
143,0.596000,0.486549,0.191542,0.007950,2.764053,1.977366,-2.855903,-12.007071,-14.647778,66.648735,2.111224,1.557496,-1.114231
144,0.600000,0.485950,0.189537,0.005932,2.764048,1.977351,-2.855898,-12.095029,-14.612635,66.586052,2.110693,1.559615,-1.114329
145,0.604000,0.530715,0.189664,0.017494,2.764035,1.977381,-2.855880,-11.845967,-14.532706,66.370522,2.110141,1.561770,-1.114260
146,0.608000,0.521358,0.195042,0.014432,2.764045,1.977368,-2.855889,-12.123083,-14.469073,66.445496,2.109369,1.563554,-1.114269
147,0.613000,0.511351,0.194545,0.021051,2.764045,1.977375,-2.855893,-12.051663,-14.228067,66.263847,2.108481,1.565256,-1.114190
148,0.617000,0.566959,0.195492,0.023103,2.764039,1.977385,-2.855881,-12.158140,-14.189224,66.308098,2.107467,1.567054,-1.114124
149,0.621000,0.542512,0.184361,0.019688,2.764048,1.977387,-2.855880,-12.103146,-13.774640,66.115921,2.106368,1.568541,-1.114030
150,0.625000,0.495529,0.200496,0.020770,2.764051,1.977371,-2.855887,-12.283391,-13.530508,66.198433,2.105202,1.569878,-1.113948
151,0.629000,0.509977,0.215197,0.020341,2.764055,1.977352,-2.855893,-12.271767,-13.282106,66.092384,2.104200,1.571552,-1.113890
152,0.633000,0.478646,0.202426,0.025270,2.764053,1.977342,-2.855890,-12.414289,-13.170348,66.170937,2.103322,1.573147,-1.113886
153,0.638000,0.512051,0.188372,0.011230,2.764039,1.977350,-2.855884,-12.538900,-13.130350,66.221069,2.102560,1.574651,-1.113774
154,0.642000,0.496179,0.191950,0.016535,2.764045,1.977346,-2.855879,-12.685556,-13.153666,66.134232,2.101931,1.576507,-1.113858
155,0.646000,0.484578,0.213907,0.014228,2.764038,1.977353,-2.855888,-12.504997,-13.193582,65.865540,2.101507,1.578465,-1.114053
156,0.650000,0.539517,0.199551,0.022807,2.764035,1.977391,-2.855867,-12.258689,-13.156194,65.564896,2.101092,1.580387,-1.114327
157,0.654000,0.553390,0.192786,0.012922,2.764040,1.977381,-2.855874,-12.225359,-13.047465,65.484703,2.100446,1.581936,-1.114428
158,0.658000,0.523704,0.190197,0.014481,2.764032,1.977352,-2.855882,-12.135313,-12.737963,65.376457,2.099673,1.583463,-1.114360
159,0.663000,0.513400,0.207107,0.017252,2.764051,1.977359,-2.855895,-12.166747,-12.756890,65.365936,2.099142,1.585348,-1.114342
160,0.667000,0.510243,0.194054,0.004903,2.764050,1.977336,-2.855901,-11.931822,-12.638332,65.189217,2.098584,1.587148,-1.114296
161,0.671000,0.478658,0.199689,0.010175,2.764045,1.977339,-2.855903,-11.817871,-12.546178,65.144341,2.097843,1.588731,-1.114194
162,0.675000,0.493209,0.182333,0.009539,2.764049,1.977346,-2.855893,-11.925156,-12.645462,65.172676,2.097252,1.590777,-1.114184
163,0.679000,0.509821,0.176679,0.013604,2.764050,1.977359,-2.855887,-11.985450,-12.614045,65.076912,2.096689,1.592614,-1.114105
164,0.683000,0.507892,0.179815,0.009263,2.764048,1.977353,-2.855886,-11.947112,-12.593013,65.047661,2.096144,1.594440,-1.113975
165,0.688000,0.501349,0.200593,0.009972,2.764047,1.977359,-2.855889,-11.590909,-12.628551,64.917496,2.095360,1.596427,-1.113839
166,0.692000,0.496498,0.181941,0.011657,2.764041,1.977344,-2.855885,-11.433165,-12.233624,64.785698,2.094398,1.597505,-1.113622
167,0.696000,0.503197,0.195693,0.010157,2.764051,1.977360,-2.855889,-11.272101,-11.874323,64.726814,2.093297,1.598795,-1.113357
168,0.700000,0.491047,0.199648,0.012717,2.764051,1.977360,-2.855895,-11.427641,-11.765603,64.724236,2.092482,1.600444,-1.113225
169,0.704000,0.493183,0.194095,0.016730,2.764043,1.977360,-2.855898,-11.372213,-11.699384,64.706688,2.091606,1.602113,-1.113093
170,0.708000,0.493487,0.199071,0.016474,2.764043,1.977365,-2.855898,-11.267458,-11.500969,64.592468,2.090665,1.603420,-1.112912
171,0.713000,0.485678,0.208962,0.008562,2.764048,1.977363,-2.855891,-11.173571,-11.225246,64.472816,2.089722,1.604682,-1.112718
172,0.717000,0.484597,0.204116,0.014491,2.764054,1.977363,-2.855886,-11.060352,-11.050766,64.380341,2.088822,1.606082,-1.112606
173,0.721000,0.479974,0.214801,0.010381,2.764055,1.977360,-2.855883,-11.169245,-10.939446,64.286781,2.088114,1.607621,-1.112530
174,0.725000,0.507588,0.197451,0.011779,2.764057,1.977363,-2.855890,-11.419982,-10.771544,64.272270,2.087345,1.608933,-1.112395
175,0.729000,0.515608,0.208501,0.014369,2.764051,1.977362,-2.855896,-11.171282,-10.581034,64.235741,2.086340,1.610147,-1.112139
176,0.733000,0.507615,0.207729,0.016603,2.764045,1.977359,-2.855889,-10.923689,-10.361253,63.978245,2.085332,1.611304,-1.112163
177,0.738000,0.509735,0.211260,0.017659,2.764052,1.977359,-2.855897,-10.873873,-10.300467,63.754433,2.084687,1.612726,-1.112326
178,0.742000,0.461853,0.210002,0.021205,2.764038,1.977331,-2.855895,-11.138170,-10.186172,63.782631,2.084040,1.614071,-1.112194
179,0.746000,0.480996,0.197543,0.012464,2.764042,1.977336,-2.855894,-11.396632,-10.003176,63.797043,2.083250,1.615263,-1.111959
180,0.750000,0.498327,0.206706,0.010273,2.764047,1.977355,-2.855889,-11.385390,-10.018827,63.713516,2.082598,1.616566,-1.111795
181,0.754000,0.504926,0.216019,0.020067,2.764041,1.977357,-2.855885,-10.989096,-10.078918,63.397900,2.082131,1.617901,-1.111922
182,0.758000,0.489728,0.214270,0.023550,2.764049,1.977367,-2.855888,-10.760989,-10.020385,63.319733,2.081311,1.619136,-1.111744
183,0.763000,0.496804,0.199901,0.013815,2.764051,1.977362,-2.855889,-10.721194,-9.934188,63.256226,2.080514,1.620332,-1.111595
